entity_id	valid	rejected	polled	electors	UNP	TULF	IND	SLFP	SLMC	ELJP	MEP	USA	INDI	ACTC	DPLF	IND 1	IND 2	USF	IND1	IND2	USP
LK-3133080	623.0	51.0	674.0	990.0	313.0			249.0	1.0	8.0	5.0	48.0									
LK-9221105	623.0	33.0	655.0	881.0	404.0			86.0		7.0	3.0	123.0									
LK-9127010	623.0	33.0	656.0	769.0	358.0			251.0		1.0									1.0		11.0
LK-5121030	623.0	39.0	662.0	868.0	63.0	151.0		28.0	186.0							188.0	8.0				
LK-2312260	623.0	50.0	673.0	849.0	375.0			135.0	9.0			30.0			74.0						
LK-3133085	622.0	51.0	673.0	988.0	312.0			248.0	1.0	8.0	5.0	48.0									
LK-6160020	622.0	43.0	665.0	862.0	380.0			204.0		22.0	2.0	14.0									
LK-3142075	622.0	29.0	651.0	871.0	303.0			303.0	2.0	7.0	2.0	4.0									
LK-9139040	622.0	33.0	655.0	768.0	358.0			251.0		1.0									1.0		11.0
LK-6178205	622.0	35.0	657.0	850.0	359.0			236.0		9.0	3.0	15.0									
LK-6209115	622.0	38.0	660.0	906.0	397.0			206.0	6.0	4.0		7.0							0.0	2.0	
LK-6248185	622.0	36.0	657.0	857.0	419.0			184.0	2.0	2.0		14.0							0.0	1.0	
LK-1106170	622.0	31.0	653.0	938.0	309.0			233.0	8.0	2.0	34.0	37.0									
LK-1215400	622.0	26.0	648.0	806.0	338.0			265.0		8.0		11.0									
LK-5239095	622.0	32.0	654.0	735.0	103.0	209.0		116.0	193.0									1.0			
LK-3106095	621.0	56.0	677.0	1036.0	335.0			106.0	5.0	5.0	4.0	166.0									
LK-3145135	621.0	29.0	650.0	870.0	303.0			303.0	2.0	7.0	2.0	4.0									
LK-3145235	621.0	29.0	650.0	870.0	302.0			302.0	2.0	7.0	2.0	4.0									
LK-9109080	621.0	40.0	661.0	827.0	358.0			118.0		3.0									1.0		141.0
LK-1203195	621.0	32.0	653.0	907.0	411.0			169.0		18.0		24.0									
LK-1306265	621.0	30.0	651.0	857.0	295.0			275.0	23.0	2.0	4.0	21.0									
LK-1206240	621.0	28.0	649.0	865.0	330.0			257.0		4.0		31.0									
LK-1215040	621.0	26.0	646.0	805.0	338.0			264.0		8.0		11.0									
LK-1224470	621.0	24.0	644.0	849.0	312.0			285.0		9.0		15.0									
LK-1336215	620.0	55.0	675.0	1504.0	351.0			245.0	3.0	4.0	2.0	15.0									
LK-6142155	620.0	23.0	643.0	804.0	332.0			273.0		11.0	2.0	3.0									
LK-6181225	620.0	38.0	658.0	862.0	386.0			200.0		14.0	3.0	18.0									
LK-1209055	620.0	30.0	650.0	804.0	328.0			279.0		3.0		10.0									
LK-1206215	620.0	28.0	648.0	863.0	329.0			256.0		4.0		30.0									
LK-1233280	620.0	29.0	649.0	862.0	312.0			280.0		6.0		23.0									
LK-1136110	620.0	28.0	648.0	908.0	284.0			268.0	1.0	3.0	45.0	20.0									
LK-1224260	620.0	24.0	644.0	848.0	312.0			285.0		9.0		15.0									
LK-5239075	620.0	31.0	651.0	732.0	102.0	208.0		116.0	193.0									1.0			
LK-9133060	619.0	38.0	657.0	808.0	361.0			212.0		2.0									1.0		43.0
LK-4133200	619.0	31.0	650.0	1376.0	7.0	94.0			9.0				472.0	25.0	12.0						
LK-6218025	619.0	35.0	654.0	869.0	381.0			217.0	9.0	4.0		5.0							0.0	2.0	
LK-1112285	619.0	37.0	656.0	997.0	301.0			181.0	1.0	22.0	96.0	17.0									
LK-1215505	619.0	26.0	645.0	802.0	337.0			264.0		8.0		11.0									
LK-5239090	619.0	31.0	651.0	731.0	102.0	208.0		116.0	192.0									1.0			
LK-2312150	619.0	50.0	669.0	844.0	373.0			134.0	9.0			29.0			73.0						
LK-7139095	618.0	58.0	676.0	992.0	375.0		10.0	220.0		6.0	2.0	5.0									
LK-9221010	618.0	32.0	650.0	874.0	401.0			86.0		7.0	3.0	122.0									
LK-9221150	618.0	32.0	650.0	874.0	401.0			86.0		7.0	3.0	122.0									
LK-6127220	618.0	56.0	674.0	1048.0	375.0			194.0		4.0	3.0	43.0									
LK-6142125	618.0	23.0	641.0	801.0	330.0			272.0		10.0	2.0	3.0									
LK-1218105	618.0	28.0	646.0	859.0	366.0			219.0		7.0		26.0									
LK-1306240	618.0	30.0	648.0	853.0	294.0			274.0	23.0	2.0	4.0	21.0									
LK-3134090	617.0	50.0	667.0	980.0	309.0			246.0	1.0	8.0	5.0	48.0									
LK-6157055	617.0	36.0	654.0	904.0	378.0			207.0		19.0	5.0	9.0									
LK-6142045	617.0	23.0	641.0	800.0	330.0			272.0		10.0	2.0	3.0									
LK-1206370	617.0	28.0	645.0	859.0	328.0			255.0		4.0		30.0									
LK-1212310	617.0	29.0	646.0	817.0	351.0			243.0		17.0		6.0									
LK-5233070	617.0	31.0	648.0	728.0	102.0	207.0		115.0	192.0									1.0			
LK-8118055	616.0	54.0	671.0	816.0	361.0			222.0		15.0	3.0	15.0									
LK-5324075	616.0	43.0	659.0	1021.0	248.0	43.0		252.0	40.0		2.0		31.0								
LK-9206055	616.0	44.0	659.0	997.0	372.0			167.0		71.0	2.0	4.0									
LK-2233200	616.0	56.0	672.0	935.0	400.0			186.0		17.0		13.0									
LK-5224115	616.0	25.0	641.0	761.0	114.0	198.0		39.0	264.0									1.0			
LK-1321240	616.0	39.0	655.0	1195.0	288.0			232.0	36.0	4.0	2.0	53.0									
LK-1324135	616.0	35.0	652.0	1158.0	309.0			208.0	84.0	4.0	2.0	10.0									
LK-6239205	616.0	35.0	650.0	886.0	358.0			215.0	20.0	3.0		18.0							0.0	2.0	
LK-6169055	616.0	36.0	652.0	901.0	358.0			228.0		21.0	3.0	6.0									
LK-2206195	616.0	54.0	670.0	1015.0	331.0			266.0		12.0		6.0									
LK-1212580	616.0	29.0	645.0	816.0	350.0			243.0		17.0		6.0									
LK-1212585	616.0	29.0	644.0	815.0	350.0			243.0		17.0		6.0									
LK-8133040	615.0	47.0	662.0	996.0	335.0			249.0		10.0	9.0	12.0									
LK-2233230	615.0	56.0	671.0	934.0	400.0			186.0		17.0		13.0									
LK-8103145	615.0	41.0	656.0	819.0	444.0			161.0		6.0	1.0	2.0									
LK-8106090	615.0	41.0	656.0	819.0	444.0			161.0		6.0	1.0	2.0									
LK-1321205	615.0	39.0	654.0	1192.0	288.0			232.0	36.0	4.0	2.0	53.0									
LK-3121065	615.0	37.0	653.0	811.0	320.0			284.0	1.0	2.0	4.0	4.0									
LK-1112135	615.0	37.0	652.0	992.0	299.0			180.0	1.0	22.0	96.0	17.0									
LK-1209515	615.0	30.0	645.0	797.0	326.0			276.0		3.0		10.0									
LK-1306235	615.0	30.0	645.0	848.0	292.0			272.0	23.0	2.0	4.0	21.0									
LK-1215375	615.0	25.0	641.0	797.0	335.0			262.0		8.0		11.0									
LK-4309205	614.0	56.0	669.0	1638.0	165.0	267.0	76.0	43.0	63.0												
LK-8121060	614.0	41.0	655.0	923.0	324.0			213.0		21.0	5.0	51.0									
LK-3106140	614.0	56.0	670.0	1024.0	331.0			105.0	5.0	5.0	4.0	164.0									
LK-7145085	614.0	71.0	686.0	1310.0	299.0		8.0	290.0		7.0	2.0	9.0									
LK-9221025	614.0	32.0	646.0	868.0	399.0			85.0		7.0	2.0	121.0									
LK-3112230	614.0	50.0	665.0	1032.0	296.0			253.0	3.0	2.0	4.0	55.0									
LK-9106145	614.0	39.0	654.0	818.0	354.0			117.0		3.0									1.0		139.0
LK-1303360	614.0	26.0	641.0	935.0	249.0			289.0	30.0	2.0	8.0	37.0									
LK-1209550	614.0	30.0	644.0	796.0	325.0			276.0		3.0		10.0									
LK-1212545	614.0	29.0	642.0	812.0	349.0			242.0		17.0		6.0									
LK-2233225	613.0	56.0	669.0	932.0	399.0			185.0		17.0		13.0									
LK-5315025	613.0	23.0	637.0	986.0	51.0	131.0		53.0	92.0		3.0		284.0								
LK-1321050	613.0	39.0	652.0	1189.0	287.0			231.0	36.0	4.0	2.0	53.0									
LK-6178425	613.0	35.0	648.0	839.0	355.0			232.0		9.0	3.0	14.0									
LK-1203190	613.0	32.0	645.0	896.0	406.0			166.0		17.0		24.0									
LK-1303300	613.0	26.0	639.0	932.0	248.0			289.0	29.0	2.0	8.0	37.0									
LK-1224060	613.0	23.0	636.0	838.0	308.0			281.0		9.0		14.0									
LK-5215105	613.0	37.0	650.0	848.0	343.0	1.0		261.0	2.0									6.0			
LK-3242255	612.0	36.0	648.0	1220.0	322.0			216.0		14.0	5.0	56.0									
LK-6154095	612.0	36.0	648.0	896.0	375.0			205.0		19.0	5.0	9.0									
LK-6136125	612.0	31.0	643.0	811.0	352.0			247.0		8.0	2.0	4.0									
LK-6224020	612.0	37.0	649.0	891.0	390.0			203.0	6.0	4.0		7.0							0.0	2.0	
LK-6224055	612.0	37.0	649.0	891.0	390.0			203.0	6.0	4.0		7.0							0.0	2.0	
LK-1212145	612.0	28.0	640.0	810.0	348.0			241.0		17.0		6.0									
LK-5112085	612.0	39.0	650.0	853.0	62.0	148.0		27.0	182.0							185.0	8.0				
LK-2315220	612.0	49.0	662.0	834.0	369.0			133.0	9.0			29.0			73.0						
LK-8127260	611.0	79.0	690.0	885.0	366.0			225.0		8.0	8.0	4.0									
LK-4133065	611.0	30.0	641.0	1357.0	7.0	93.0			9.0				465.0	25.0	12.0						
LK-6242090	611.0	35.0	646.0	880.0	356.0			213.0	20.0	3.0		18.0							0.0	2.0	
LK-9121055	611.0	39.0	650.0	795.0	401.0			201.0		2.0									1.0		6.0
LK-6245075	611.0	35.0	646.0	843.0	412.0			181.0	2.0	2.0		14.0							0.0	1.0	
LK-8118135	610.0	54.0	664.0	808.0	358.0			220.0		14.0	3.0	15.0									
LK-9218225	610.0	36.0	647.0	838.0	318.0			190.0		94.0	1.0	7.0									
LK-6224170	610.0	37.0	647.0	888.0	389.0			202.0	6.0	4.0		7.0							0.0	2.0	
LK-1112345	610.0	37.0	647.0	984.0	297.0			178.0	1.0	22.0	95.0	17.0									
LK-1306155	610.0	30.0	640.0	842.0	290.0			270.0	23.0	2.0	4.0	21.0									
LK-1233240	610.0	29.0	638.0	847.0	307.0			275.0		6.0		23.0									
LK-1212735	610.0	28.0	639.0	808.0	347.0			240.0		17.0		6.0									
LK-2130305	609.0	30.0	639.0	1120.0	377.0			155.0	50.0	5.0		22.0									
LK-2309585	609.0	49.0	659.0	802.0	381.0			207.0	2.0			3.0			18.0						
LK-5224085	609.0	24.0	633.0	751.0	112.0	196.0		39.0	261.0									1.0			
LK-3115035	609.0	37.0	646.0	803.0	317.0			281.0	1.0	2.0	4.0	4.0									
LK-1206025	609.0	28.0	637.0	848.0	324.0			252.0		4.0		30.0									
LK-1230285	609.0	27.0	636.0	793.0	309.0			287.0		4.0		10.0									
LK-5248065	609.0	31.0	640.0	719.0	100.0	204.0		114.0	189.0									1.0			
LK-2312080	609.0	49.0	658.0	830.0	367.0			132.0	9.0			29.0			72.0						
LK-1324125	608.0	35.0	642.0	1142.0	304.0			205.0	83.0	4.0	2.0	10.0									
LK-9218345	608.0	36.0	645.0	835.0	317.0			189.0		94.0	1.0	7.0									
LK-4118090	607.0	65.0	672.0	1235.0	9.0	147.0			18.0				391.0	19.0	23.0						
LK-9127095	607.0	32.0	638.0	749.0	349.0			245.0		1.0									1.0		10.0
LK-9218390	607.0	36.0	643.0	833.0	316.0			189.0		94.0	1.0	7.0									
LK-8112030	606.0	63.0	669.0	845.0	352.0			226.0		7.0	2.0	19.0									
LK-8115105	606.0	63.0	669.0	845.0	352.0			226.0		7.0	2.0	19.0									
LK-8124115	606.0	55.0	660.0	850.0	349.0			207.0		16.0	5.0	28.0									
LK-9130020	606.0	37.0	643.0	791.0	353.0			208.0		2.0									1.0		42.0
LK-9212045	606.0	34.0	640.0	952.0	345.0			230.0		14.0	3.0	14.0									
LK-3133075	606.0	50.0	656.0	963.0	304.0			242.0	1.0	7.0	5.0	47.0									
LK-3242185	606.0	35.0	642.0	1208.0	319.0			214.0		14.0	5.0	56.0									
LK-3103055	606.0	50.0	656.0	1018.0	292.0			250.0	3.0	2.0	4.0	55.0									
LK-1324325	606.0	35.0	641.0	1139.0	304.0			204.0	83.0	4.0	2.0	10.0									
LK-6224145	606.0	37.0	643.0	883.0	386.0			201.0	6.0	4.0		7.0							0.0	2.0	
LK-6248195	606.0	35.0	641.0	836.0	408.0			179.0	2.0	2.0		14.0							0.0	1.0	
LK-9209080	605.0	52.0	656.0	864.0	384.0			204.0		11.0	2.0	4.0									
LK-8133035	605.0	46.0	651.0	981.0	330.0			245.0		10.0	9.0	12.0									
LK-9227050	605.0	44.0	649.0	829.0	415.0			110.0		5.0	2.0	73.0									
LK-6136200	605.0	31.0	636.0	802.0	348.0			244.0		8.0	2.0	4.0									
LK-6178355	605.0	34.0	639.0	828.0	350.0			229.0		9.0	3.0	14.0									
LK-1309250	605.0	38.0	643.0	888.0	337.0			231.0	2.0	1.0	11.0	23.0									
LK-1106110	605.0	30.0	635.0	912.0	300.0			226.0	8.0	2.0	33.0	36.0									
LK-1233275	605.0	28.0	633.0	840.0	304.0			272.0		6.0		23.0									
LK-5209045	605.0	37.0	642.0	837.0	339.0	1.0		258.0	2.0									5.0			
LK-8142020	604.0	46.0	650.0	918.0	351.0			227.0		12.0	3.0	10.0									
LK-8136020	604.0	46.0	650.0	979.0	330.0			245.0		10.0	9.0	12.0									
LK-3242080	604.0	35.0	639.0	1203.0	317.0			213.0		14.0	5.0	55.0									
LK-5118045	604.0	76.0	680.0	851.0	29.0	365.0		8.0	2.0							197.0	3.0				
LK-9148130	604.0	35.0	639.0	1100.0	345.0			239.0		6.0									2.0		11.0
LK-9127030	604.0	32.0	636.0	746.0	347.0			244.0		1.0									1.0		10.0
LK-9218285	604.0	36.0	640.0	829.0	315.0			188.0		94.0	1.0	7.0									
LK-6184100	604.0	37.0	641.0	840.0	376.0			195.0		13.0	3.0	17.0									
LK-8121135	603.0	40.0	642.0	905.0	318.0			209.0		21.0	5.0	50.0									
LK-8119135	603.0	53.0	657.0	799.0	354.0			217.0		14.0	3.0	15.0									
LK-8124255	603.0	54.0	657.0	845.0	347.0			206.0		16.0	5.0	27.0									
LK-6245155	603.0	35.0	638.0	832.0	406.0			178.0	2.0	2.0		14.0							0.0	1.0	
LK-1233395	603.0	28.0	631.0	837.0	303.0			271.0		5.0		23.0									
LK-9209155	602.0	51.0	653.0	860.0	382.0			203.0		11.0	2.0	4.0									
LK-7145065	602.0	70.0	672.0	1284.0	293.0		8.0	285.0		7.0	2.0	9.0									
LK-9124050	602.0	36.0	638.0	764.0	344.0			243.0		2.0									1.0		12.0
LK-8103155	602.0	40.0	643.0	802.0	435.0			158.0		6.0	1.0	2.0									
LK-9224040	602.0	44.0	646.0	826.0	413.0			109.0		5.0	2.0	73.0									
LK-2142165	602.0	41.0	643.0	850.0	362.0			209.0	24.0	2.0		4.0									
LK-6178315	602.0	34.0	636.0	823.0	348.0			228.0		9.0	3.0	14.0									
LK-1310010	602.0	38.0	640.0	884.0	335.0			230.0	2.0	1.0	11.0	23.0									
LK-3124005	602.0	35.0	636.0	825.0	305.0			286.0	1.0	2.0	1.0	6.0									
LK-3118030	602.0	36.0	639.0	793.0	314.0			278.0	1.0	2.0	4.0	4.0									
LK-1206030	602.0	27.0	629.0	838.0	319.0			249.0		4.0		30.0									
LK-1233350	602.0	28.0	630.0	836.0	303.0			271.0		5.0		23.0									
LK-4130070	601.0	117.0	719.0	1854.0	12.0	229.0			20.0				283.0	36.0	21.0						
LK-4103040	601.0	69.0	670.0	1315.0	9.0	99.0			12.0				455.0	10.0	15.0						
LK-4139150	601.0	69.0	669.0	1313.0	9.0	99.0			12.0				455.0	10.0	15.0						
LK-9133040	601.0	36.0	637.0	784.0	350.0			206.0		2.0									1.0		41.0
LK-2233180	601.0	55.0	655.0	913.0	391.0			181.0		16.0		13.0									
LK-5315185	601.0	23.0	624.0	966.0	50.0	128.0		52.0	90.0		2.0		278.0								
LK-6130360	601.0	43.0	644.0	962.0	409.0			175.0		10.0	3.0	4.0									
LK-6166135	601.0	32.0	633.0	806.0	312.0			254.0		27.0	4.0	4.0									
LK-9218230	601.0	36.0	637.0	826.0	313.0			187.0		93.0	1.0	7.0									
LK-1118100	601.0	30.0	632.0	821.0	284.0			50.0	2.0	14.0	245.0	6.0									
LK-1209120	601.0	29.0	630.0	779.0	318.0			270.0		3.0		10.0									
LK-1206155	601.0	27.0	629.0	837.0	319.0			249.0		4.0		30.0									
LK-1221110	601.0	28.0	630.0	861.0	370.0			207.0		4.0		20.0									
LK-9215200	600.0	32.0	632.0	1001.0	358.0			218.0		8.0	2.0	13.0									
LK-6136030	600.0	30.0	631.0	795.0	345.0			242.0		8.0	2.0	4.0									
LK-5218170	600.0	22.0	622.0	677.0	94.0	127.0		15.0	363.0									2.0			
LK-6142115	600.0	23.0	623.0	778.0	321.0			264.0		10.0	1.0	3.0									
LK-1233155	600.0	28.0	628.0	833.0	302.0			270.0		5.0		23.0									
LK-2227110	599.0	53.0	653.0	887.0	433.0			156.0		3.0		8.0									
LK-4133005	599.0	30.0	628.0	1330.0	7.0	91.0			9.0				456.0	25.0	11.0						
LK-2142030	599.0	41.0	640.0	846.0	360.0			208.0	24.0	2.0		4.0									
LK-1230320	599.0	26.0	625.0	780.0	304.0			282.0		4.0		9.0									
LK-5245075	599.0	30.0	630.0	708.0	99.0	201.0		112.0	186.0									1.0			
LK-2121015	598.0	59.0	657.0	846.0	372.0			215.0	2.0	3.0		6.0									
LK-8127245	598.0	78.0	675.0	865.0	358.0			220.0		8.0	8.0	4.0									
LK-1327175	598.0	58.0	656.0	1524.0	302.0			269.0	10.0	7.0	2.0	9.0									
LK-6160195	598.0	41.0	640.0	829.0	366.0			196.0		21.0	2.0	14.0									
LK-1118110	598.0	30.0	629.0	817.0	283.0			50.0	2.0	14.0	244.0	6.0									
LK-5245050	598.0	30.0	629.0	707.0	99.0	201.0		112.0	186.0									1.0			
LK-2130215	597.0	30.0	626.0	1097.0	369.0			152.0	49.0	5.0		22.0									
LK-7109155	597.0	38.0	635.0	1187.0	387.0		14.0	183.0		6.0	3.0	5.0									
LK-9224055	597.0	44.0	641.0	819.0	409.0			109.0		5.0	2.0	72.0									
LK-1309180	597.0	37.0	634.0	876.0	332.0			228.0	2.0	1.0	11.0	23.0									
LK-1318135	597.0	29.0	626.0	824.0	284.0			265.0	22.0	2.0	4.0	20.0									
LK-1212010	597.0	28.0	624.0	790.0	339.0			235.0		17.0		6.0									
LK-2312020	597.0	48.0	645.0	813.0	359.0			129.0	9.0			28.0			71.0						
LK-8121025	596.0	39.0	635.0	895.0	314.0			207.0		21.0	5.0	49.0									
LK-8130275	596.0	52.0	649.0	893.0	319.0			227.0		39.0	3.0	8.0									
LK-9130055	596.0	36.0	632.0	778.0	347.0			204.0		2.0									1.0		41.0
LK-7142010	596.0	69.0	665.0	1270.0	290.0		8.0	282.0		6.0	2.0	8.0									
LK-9206335	596.0	42.0	638.0	964.0	360.0			161.0		68.0	2.0	4.0									
LK-8103100	596.0	40.0	636.0	794.0	430.0			156.0		6.0	1.0	2.0									
LK-1321285	596.0	38.0	634.0	1156.0	279.0			225.0	35.0	4.0	2.0	52.0									
LK-9136085	596.0	31.0	627.0	735.0	342.0			240.0		1.0									1.0		10.0
LK-1106015	596.0	30.0	626.0	899.0	296.0			223.0	8.0	2.0	32.0	35.0									
LK-1209350	596.0	29.0	625.0	773.0	316.0			268.0		3.0		10.0									
LK-1212115	596.0	28.0	623.0	788.0	339.0			235.0		17.0		6.0									
LK-2121175	595.0	59.0	654.0	843.0	371.0			214.0	2.0	3.0		6.0									
LK-2309235	595.0	48.0	643.0	783.0	372.0			202.0	2.0			3.0			17.0						
LK-6242175	595.0	34.0	629.0	857.0	347.0			208.0	19.0	3.0		17.0							0.0	2.0	
LK-6175100	595.0	22.0	618.0	772.0	318.0			262.0		10.0	1.0	3.0									
LK-1309260	595.0	37.0	632.0	873.0	331.0			227.0	2.0	1.0	11.0	23.0									
LK-1115240	595.0	30.0	625.0	813.0	281.0			50.0	2.0	14.0	242.0	6.0									
LK-1206110	595.0	27.0	622.0	828.0	316.0			246.0		4.0		29.0									
LK-1224230	595.0	23.0	617.0	814.0	299.0			273.0		8.0		14.0									
LK-4406	595.0	100.0	699.0	3106.0	34.0	227.0	223.0	0.0	112.0												
LK-9215090	594.0	32.0	626.0	991.0	355.0			216.0		8.0	2.0	13.0									
LK-9212070	594.0	34.0	628.0	934.0	339.0			225.0		14.0	3.0	14.0									
LK-5315135	594.0	22.0	617.0	955.0	50.0	127.0		51.0	89.0		2.0		275.0								
LK-9148160	594.0	35.0	629.0	1083.0	340.0			235.0		6.0									2.0		11.0
LK-1239100	594.0	32.0	626.0	828.0	324.0			236.0		16.0		18.0									
LK-6245045	594.0	34.0	628.0	820.0	400.0			176.0	2.0	2.0		14.0							0.0	1.0	
LK-3115150	594.0	36.0	630.0	783.0	309.0			274.0	1.0	2.0	4.0	4.0									
LK-1209150	594.0	29.0	623.0	770.0	315.0			267.0		3.0		10.0									
LK-5245015	594.0	30.0	624.0	702.0	98.0	199.0		111.0	185.0									1.0			
LK-2312085	594.0	48.0	643.0	810.0	358.0			129.0	9.0			28.0			71.0						
LK-8133055	593.0	45.0	638.0	961.0	324.0			240.0		10.0	8.0	11.0									
LK-2121200	593.0	59.0	652.0	839.0	370.0			213.0	2.0	3.0		6.0									
LK-6163120	593.0	48.0	641.0	893.0	343.0			220.0		18.0	2.0	11.0									
LK-9212005	593.0	34.0	627.0	932.0	338.0			225.0		14.0	3.0	14.0									
LK-3133090	593.0	48.0	641.0	942.0	297.0			237.0	1.0	7.0	5.0	46.0									
LK-2145160	593.0	37.0	630.0	773.0	384.0			189.0	15.0	2.0		4.0									
LK-8103010	593.0	40.0	632.0	789.0	428.0			155.0		6.0	1.0	2.0									
LK-9136020	593.0	31.0	624.0	732.0	341.0			239.0		1.0									1.0		10.0
LK-1309170	593.0	37.0	630.0	871.0	330.0			226.0	2.0	1.0	11.0	23.0									
LK-3124240	593.0	34.0	628.0	813.0	301.0			282.0	1.0	2.0	1.0	6.0									
LK-1115130	593.0	30.0	623.0	810.0	280.0			49.0	2.0	14.0	241.0	6.0									
LK-1112175	593.0	36.0	629.0	957.0	289.0			173.0	1.0	22.0	92.0	17.0									
LK-1215030	593.0	25.0	618.0	769.0	323.0			253.0		8.0		10.0									
LK-1224390	593.0	23.0	615.0	811.0	298.0			272.0		8.0		14.0									
LK-3124125	592.0	34.0	626.0	811.0	300.0			281.0	1.0	2.0	1.0	6.0									
LK-1218030	592.0	27.0	619.0	823.0	351.0			210.0		6.0		25.0									
LK-1303020	592.0	25.0	618.0	901.0	240.0			279.0	28.0	2.0	8.0	35.0									
LK-1318005	592.0	29.0	621.0	817.0	281.0			262.0	22.0	2.0	4.0	20.0									
LK-1230410	592.0	26.0	618.0	770.0	300.0			278.0		4.0		9.0									
LK-1109110	592.0	26.0	617.0	895.0	269.0			222.0	1.0	5.0	75.0	19.0									
LK-1224100	592.0	23.0	615.0	811.0	298.0			272.0		8.0		14.0									
LK-8124200	591.0	53.0	644.0	829.0	340.0			202.0		16.0	5.0	27.0									
LK-9230025	591.0	48.0	639.0	1030.0	380.0			177.0		5.0	3.0	26.0									
LK-8127290	591.0	77.0	667.0	855.0	354.0			218.0		8.0	8.0	4.0									
LK-9215230	591.0	32.0	623.0	986.0	353.0			215.0		8.0	2.0	13.0									
LK-5306015	591.0	22.0	613.0	949.0	50.0	126.0		51.0	89.0		2.0		273.0								
LK-6160215	591.0	41.0	632.0	819.0	361.0			194.0		21.0	2.0	13.0									
LK-3112225	591.0	49.0	640.0	993.0	284.0			244.0	3.0	2.0	4.0	53.0									
LK-9106120	591.0	38.0	629.0	787.0	341.0			112.0		3.0									1.0		134.0
LK-1309110	591.0	37.0	628.0	868.0	329.0			226.0	2.0	1.0	11.0	23.0									
LK-1233235	591.0	28.0	619.0	821.0	297.0			266.0		5.0		22.0									
LK-8133045	590.0	45.0	635.0	956.0	322.0			239.0		10.0	8.0	11.0									
LK-3242090	590.0	34.0	624.0	1175.0	310.0			208.0		13.0	5.0	54.0									
LK-9224090	590.0	43.0	633.0	809.0	404.0			107.0		5.0	2.0	71.0									
LK-6136255	590.0	30.0	620.0	781.0	339.0			238.0		8.0	2.0	4.0									
LK-6178250	590.0	33.0	623.0	807.0	341.0			224.0		9.0	3.0	14.0									
LK-1209205	590.0	29.0	619.0	765.0	312.0			265.0		3.0		10.0									
LK-5233085	590.0	30.0	620.0	697.0	97.0	198.0		110.0	183.0									1.0			
LK-8121120	589.0	39.0	628.0	885.0	311.0			204.0		20.0	5.0	49.0									
LK-2218095	589.0	46.0	635.0	899.0	405.0			162.0		7.0		15.0									
LK-2142105	589.0	40.0	629.0	832.0	354.0			205.0	24.0	1.0		4.0									
LK-6142150	589.0	22.0	612.0	764.0	315.0			260.0		10.0	1.0	3.0									
LK-1215195	589.0	24.0	614.0	764.0	321.0			251.0		8.0		10.0									
LK-5115005	589.0	37.0	626.0	821.0	60.0	143.0		26.0	175.0							178.0	7.0				
LK-4104045	588.0	67.0	655.0	1286.0	9.0	96.0			12.0				445.0	10.0	15.0						
LK-2112220	588.0	42.0	630.0	1066.0	381.0			156.0	39.0	2.0		11.0									
LK-2303070	588.0	49.0	637.0	775.0	375.0			184.0	10.0			5.0			14.0						
LK-5306095	588.0	22.0	610.0	945.0	49.0	125.0		50.0	88.0		2.0		272.0								
LK-3139140	588.0	26.0	614.0	882.0	283.0			218.0	47.0	29.0	5.0	8.0									
LK-3136170	588.0	40.0	629.0	875.0	316.0			215.0	1.0	3.0	8.0	46.0									
LK-3121140	588.0	36.0	624.0	775.0	306.0			272.0	1.0	2.0	4.0	4.0									
LK-1303340	588.0	25.0	613.0	894.0	238.0			277.0	28.0	2.0	7.0	35.0									
LK-1109230	588.0	26.0	614.0	890.0	267.0			220.0	1.0	5.0	75.0	19.0									
LK-1224370	588.0	22.0	610.0	804.0	296.0			270.0		8.0		14.0									
LK-4309195	587.0	53.0	641.0	1568.0	158.0	255.0	72.0	41.0	60.0												
LK-9215190	587.0	32.0	618.0	979.0	350.0			213.0		8.0	2.0	13.0									
LK-3112030	587.0	48.0	635.0	986.0	282.0			242.0	3.0	2.0	4.0	53.0									
LK-2315230	587.0	47.0	635.0	800.0	354.0			127.0	9.0			28.0			70.0						
LK-3109170	586.0	50.0	636.0	1336.0	268.0			293.0	4.0	8.0	2.0	12.0									
LK-8133100	586.0	44.0	631.0	950.0	320.0			237.0		10.0	8.0	11.0									
LK-5327125	586.0	24.0	610.0	758.0	121.0	50.0		126.0	170.0		1.0		119.0								
LK-3112150	586.0	48.0	634.0	985.0	282.0			242.0	3.0	2.0	4.0	53.0									
LK-3136105	586.0	40.0	626.0	872.0	315.0			214.0	1.0	3.0	8.0	45.0									
LK-6178120	586.0	33.0	619.0	802.0	339.0			222.0		9.0	3.0	14.0									
LK-6233205	586.0	33.0	619.0	822.0	360.0			206.0	8.0	4.0		5.0							0.0	2.0	
LK-1306010	586.0	29.0	614.0	808.0	278.0			259.0	22.0	2.0	4.0	20.0									
LK-1306260	586.0	29.0	614.0	809.0	279.0			260.0	22.0	2.0	4.0	20.0									
LK-1206320	586.0	27.0	612.0	816.0	311.0			242.0		4.0		29.0									
LK-1233375	586.0	27.0	613.0	814.0	295.0			264.0		5.0		22.0									
LK-1233390	586.0	27.0	613.0	814.0	295.0			264.0		5.0		22.0									
LK-2312030	586.0	47.0	633.0	799.0	353.0			127.0	9.0			28.0			70.0						
