entity_id	valid	rejected	polled	electors	ITAK	UNP	UPFA	SLMC	JVP	EPDP	AITC	TULF	PP	EDF	MJP	DUA	AITM	UPF	JSP	SLMP	UPP	FSP	IG0	IG1	ONF	DP	IG3	NSU	IG2	BJP	SLNF	OWORS	SEP	USP	ELPP	SLLP	ACMC	NSSP	TLP	SLVP	DNM	CWC	MNA
LK-1233180	1046.0	44.0	1091.0	1428.0		434.0	520.0		82.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		6.0				2.0		0.0						0.0					
LK-9130055	1045.0	35.0	1081.0	1352.0		428.0	590.0		22.0										0.0		1.0	1.0	0.0		1.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-6136245	1045.0	51.0	1096.0	1469.0		444.0	555.0		41.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-5315210	1045.0	69.0	1115.0	1604.0	509.0	326.0	151.0		11.0	6.0	14.0	5.0					3.0	0.0	0.0		0.0	1.0	0.0			0.0		0.0			0.0												
LK-3115125	1045.0	29.0	1073.0	1373.0		463.0	535.0		41.0						0.0				0.0		1.0	1.0	0.0		1.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-9151060	1045.0	32.0	1077.0	1430.0		397.0	574.0		69.0										0.0		1.0	1.0	0.0		1.0	2.0		0.0		1.0	0.0	0.0				0.0		0.0					
LK-8133155	1043.0	51.0	1095.0	1439.0		573.0	392.0		46.0						0.0						1.0	1.0	0.0			1.0				1.0												29.0	
LK-1109180	1043.0	28.0	1072.0	1376.0		446.0	493.0		95.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	4.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-4133055	1042.0	66.0	1121.0	1814.0	730.0	65.0	56.0		1.0	78.0	94.0	7.0		4.0			1.0		1.0	1.0		0.0	0.0					0.0					0.0	1.0									
LK-4118005	1042.0	102.0	1158.0	1948.0	729.0	69.0	94.0		1.0	90.0	39.0	3.0		5.0			2.0		1.0	1.0		1.0	0.0					0.0					0.0	1.0									
LK-8127260	1042.0	52.0	1095.0	1449.0		569.0	406.0		47.0						0.0						1.0	2.0	0.0			1.0				1.0												15.0	
LK-9212045	1042.0	33.0	1075.0	1447.0		460.0	520.0		53.0						0.0				0.0		1.0	2.0	0.0		0.0	1.0		0.0		3.0				1.0								1.0	
LK-3248215	1042.0	26.0	1070.0	1474.0		397.0	554.0		88.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0			0.0				0.0	0.0			0.0				
LK-2218185	1042.0	74.0	1116.0	1537.0		603.0	388.0		44.0								0.0		0.0	1.0	1.0	0.0	0.0			2.0		0.0		2.0		0.0			0.0	0.0							
LK-2130290	1042.0	29.0	1072.0	1462.0		583.0	392.0		58.0						0.0			0.0	0.0		1.0	0.0	0.0			3.0		0.0		3.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-3151205	1042.0	24.0	1066.0	1453.0		399.0	576.0		59.0						0.0				0.0		0.0	4.0	0.0		1.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-9206075	1041.0	38.0	1079.0	1483.0		620.0	367.0		37.0						0.0				0.0		0.0	1.0	0.0		1.0	2.0		0.0		10.0				1.0								0.0	
LK-9206175	1041.0	38.0	1080.0	1484.0		621.0	367.0		37.0						0.0				0.0		0.0	1.0	0.0		1.0	2.0		0.0		10.0				1.0								0.0	
LK-3148015	1041.0	31.0	1071.0	1414.0		444.0	539.0		50.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0		0.0		2.0								0.0	0.0		0.0		
LK-1115240	1041.0	48.0	1090.0	1408.0		469.0	514.0		52.0			0.0			0.0		0.0	0.0	0.0		0.0	1.0	0.0	0.0	1.0	2.0		0.0		1.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-1106225	1041.0	37.0	1079.0	1372.0		560.0	402.0		70.0			1.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	3.0		0.0		3.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-1309065	1041.0	31.0	1072.0	1384.0		410.0	565.0		57.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0				3.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1224370	1041.0	43.0	1085.0	1433.0		414.0	524.0		95.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		3.0				1.0		0.0						0.0					
LK-9230070	1040.0	48.0	1089.0	1411.0		518.0	480.0		22.0						0.0				0.0		1.0	1.0	0.0		1.0	0.0		0.0		1.0				1.0								13.0	
LK-7103010	1040.0	72.0	1113.0	1566.0		467.0	515.0		53.0									0.0	0.0		1.0	0.0	0.0	0.0		3.0		0.0		0.0	0.0												
LK-3112230	1040.0	27.0	1067.0	1431.0		425.0	548.0		54.0						0.0				0.0		1.0	3.0	0.0		0.0	2.0		0.0		7.0								0.0	0.0		0.0		
LK-1209385	1040.0	49.0	1090.0	1439.0		474.0	510.0		52.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-1324175	1040.0	33.0	1073.0	1394.0		572.0	395.0		44.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				25.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-1215490	1040.0	50.0	1091.0	1422.0		464.0	491.0		79.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				2.0		0.0						0.0					
LK-8221035	1040.0	32.0	1072.0	1386.0		406.0	572.0		59.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-1112235	1040.0	32.0	1073.0	1392.0		417.0	529.0		85.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	5.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-4106015	1039.0	107.0	1161.0	1898.0	687.0	107.0	52.0		1.0	113.0	53.0	7.0		7.0			1.0		1.0	1.0		0.0	0.0					0.0					1.0	1.0									
LK-4106040	1039.0	107.0	1162.0	1899.0	687.0	107.0	52.0		1.0	113.0	53.0	7.0		7.0			1.0		1.0	1.0		0.0	0.0					0.0					1.0	1.0									
LK-4118065	1039.0	102.0	1155.0	1943.0	728.0	69.0	94.0		1.0	90.0	39.0	3.0		5.0			2.0		1.0	1.0		1.0	0.0					0.0					0.0	1.0									
LK-9230115	1039.0	48.0	1088.0	1410.0		518.0	480.0		22.0						0.0				0.0		1.0	1.0	0.0		1.0	0.0		0.0		1.0				1.0								13.0	
LK-1336045	1039.0	38.0	1078.0	1414.0		449.0	539.0		40.0						0.0				0.0		0.0	1.0	0.0		1.0	2.0				5.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1221190	1039.0	43.0	1084.0	1440.0		519.0	431.0		83.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		4.0				1.0		0.0						0.0					
LK-3312090	1039.0	29.0	1068.0	1366.0		402.0	533.0		100.0										0.0		0.0	1.0	0.0		1.0	0.0		0.0		1.0		0.0			0.0								
LK-4506010	1038.0	99.0	1143.0	1675.0	808.0	35.0	27.0		1.0	136.0	11.0	5.0		7.0			1.0		1.0	1.0		1.0	0.0					0.0					0.0	1.0									
LK-2309585	1038.0	102.0	1141.0	1511.0		565.0	448.0		12.0				2.0	2.0					1.0		1.0	0.0	0.0			5.0		0.0		1.0		0.0	0.0		0.0								
LK-6248025	1038.0	57.0	1095.0	1644.0		502.0	481.0		47.0								0.0		0.0		0.0	1.0	0.0	1.0		5.0		0.0		1.0	0.0	0.0											
LK-1203135	1038.0	61.0	1100.0	1538.0		702.0	274.0		56.0						0.0			0.0	0.0		1.0	1.0	0.0	0.0		3.0				0.0		0.0						0.0					
LK-3115095	1038.0	28.0	1067.0	1364.0		460.0	531.0		41.0						0.0				0.0		1.0	1.0	0.0		1.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-1309135	1038.0	31.0	1070.0	1380.0		409.0	563.0		57.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0				3.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1310135	1038.0	31.0	1069.0	1379.0		409.0	563.0		57.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0				3.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-6130135	1037.0	59.0	1097.0	1511.0		482.0	495.0		42.0										0.0		1.0	0.0	0.0	0.0	0.0	14.0		0.0		1.0	0.0								0.0				
LK-1115130	1037.0	48.0	1086.0	1403.0		467.0	512.0		52.0			0.0			0.0		0.0	0.0	0.0		0.0	1.0	0.0	0.0	1.0	2.0		0.0		1.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-2203105	1037.0	77.0	1114.0	1519.0		465.0	525.0		41.0								0.0		0.0	1.0	1.0	1.0	0.0			1.0		0.0		1.0		0.0			0.0	0.0							
LK-6175060	1036.0	51.0	1087.0	1444.0		481.0	529.0		24.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-8106085	1036.0	40.0	1077.0	1428.0		514.0	465.0		54.0						0.0						1.0	0.0	0.0			1.0				1.0												0.0	
LK-5112175	1036.0	51.0	1102.0	1579.0	521.0	57.0	185.0	255.0	0.0	2.0	2.0	5.0		3.0			2.0		0.0		0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0														
LK-4133110	1035.0	66.0	1113.0	1801.0	725.0	64.0	56.0		1.0	77.0	93.0	7.0		4.0			1.0		1.0	1.0		0.0	0.0					0.0					0.0	1.0									
LK-4133170	1035.0	66.0	1113.0	1801.0	725.0	64.0	56.0		1.0	77.0	93.0	7.0		4.0			1.0		1.0	1.0		0.0	0.0					0.0					0.0	1.0									
LK-9227140	1035.0	52.0	1088.0	1402.0		512.0	477.0		19.0						0.0				0.0		1.0	1.0	0.0		0.0	0.0		0.0		1.0				2.0								22.0	
LK-6121115	1035.0	63.0	1099.0	1515.0		461.0	532.0		37.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		0.0	0.0								0.0				
LK-8103015	1035.0	40.0	1077.0	1428.0		514.0	465.0		54.0						0.0						1.0	0.0	0.0			1.0				1.0												0.0	
LK-9103146	1035.0	33.0	1068.0	1388.0		450.0	551.0		30.0										0.0		1.0	0.0	0.0		1.0	1.0		0.0		1.0	0.0	0.0				0.0		0.0					
LK-3115080	1035.0	28.0	1064.0	1360.0		459.0	530.0		41.0						0.0				0.0		1.0	1.0	0.0		1.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-1327150	1035.0	39.0	1075.0	1430.0		463.0	500.0		54.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0				13.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-7145060	1035.0	66.0	1102.0	1513.0		427.0	547.0		56.0									0.0	0.0		1.0	1.0	0.0	0.0		3.0		0.0		1.0	0.0												
LK-1321400	1035.0	29.0	1064.0	1399.0		469.0	484.0		68.0						0.0				0.0		0.0	1.0	0.0		1.0	3.0				8.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1321435	1035.0	29.0	1064.0	1398.0		469.0	484.0		68.0						0.0				0.0		0.0	1.0	0.0		1.0	3.0				8.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-7212005	1035.0	39.0	1075.0	1427.0		550.0	428.0		54.0						0.0		0.0					2.0	0.0							0.0													
LK-7203090	1034.0	40.0	1074.0	1455.0		449.0	508.0		73.0						0.0		0.0					3.0	0.0							1.0													
LK-2127365	1034.0	41.0	1076.0	1440.0		567.0	404.0		49.0						0.0			0.0	0.0		0.0	0.0	0.0			4.0		0.0		3.0	0.0	1.0		0.0	0.0							3.0	0.0
LK-1203185	1034.0	60.0	1095.0	1531.0		699.0	273.0		56.0						0.0			0.0	0.0		1.0	1.0	0.0	0.0		3.0				0.0		0.0						0.0					
LK-5209045	1034.0	63.0	1097.0	1460.0	0.0	448.0	545.0		36.0	1.0	0.0							0.0	0.0		1.0	1.0	0.0	0.0		0.0		0.0		0.0							0.0						
LK-2145170	1033.0	63.0	1096.0	1491.0		605.0	388.0		23.0						0.0			0.0	0.0		1.0	0.0	0.0			2.0		0.0		3.0	0.0	0.0		0.0	0.0							9.0	0.0
LK-3136345	1033.0	26.0	1059.0	1490.0		398.0	563.0		56.0						0.0				0.0		1.0	2.0	0.0		1.0	9.0		0.0		3.0								0.0	0.0		0.0		
LK-5327190	1033.0	61.0	1098.0	1602.0	177.0	671.0	84.0		2.0	2.0	4.0	1.0					1.0	0.0	0.0		1.0	0.0	0.0			3.0		0.0			0.0												
LK-9206190	1033.0	38.0	1071.0	1471.0		616.0	364.0		37.0						0.0				0.0		0.0	1.0	0.0		1.0	2.0		0.0		10.0				1.0								0.0	
LK-9103115	1033.0	33.0	1066.0	1385.0		450.0	550.0		30.0										0.0		1.0	0.0	0.0		1.0	1.0		0.0		1.0	0.0	0.0				0.0		0.0					
LK-9136085	1033.0	39.0	1072.0	1324.0		459.0	552.0		18.0										0.0		1.0	0.0	0.0		1.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-1230525	1033.0	45.0	1079.0	1394.0		428.0	543.0		55.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		4.0				1.0		1.0						0.0					
LK-1324320	1033.0	33.0	1066.0	1384.0		568.0	392.0		43.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				25.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-8224120	1033.0	31.0	1064.0	1377.0		403.0	568.0		59.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-4109080	1032.0	90.0	1154.0	1880.0	719.0	100.0	68.0		1.0	73.0	52.0	4.0		3.0			1.0		1.0	1.0		1.0	0.0					0.0					0.0	1.0									
LK-8124090	1032.0	67.0	1100.0	1457.0		594.0	367.0		43.0						0.0						1.0	0.0	0.0			1.0				2.0												24.0	
LK-5236055	1032.0	57.0	1090.0	1601.0	150.0	462.0	128.0		3.0	1.0	4.0							0.0	0.0		1.0	0.0	0.0	0.0		2.0		0.0		0.0							280.0						
LK-2136305	1032.0	37.0	1069.0	1439.0		524.0	447.0		51.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		3.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-6130365	1032.0	59.0	1092.0	1504.0		480.0	493.0		42.0										0.0		1.0	0.0	0.0	0.0	0.0	14.0		0.0		1.0	0.0								0.0				
LK-1212455	1032.0	47.0	1080.0	1469.0		469.0	483.0		74.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				1.0		0.0						0.0					
LK-8221025	1032.0	31.0	1063.0	1375.0		403.0	567.0		59.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-8124105	1031.0	67.0	1099.0	1456.0		593.0	366.0		43.0						0.0						1.0	0.0	0.0			1.0				2.0												24.0	
LK-3248115	1031.0	25.0	1058.0	1458.0		393.0	548.0		87.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0			0.0				0.0	0.0			0.0				
LK-2139060	1031.0	41.0	1072.0	1430.0		618.0	362.0		40.0						0.0			0.0	0.0		1.0	1.0	0.0			3.0		0.0		5.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-8221070	1031.0	31.0	1063.0	1374.0		403.0	567.0		59.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-6187420	1030.0	47.0	1077.0	1452.0		483.0	498.0		45.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		1.0	0.0								0.0				
LK-3248170	1030.0	25.0	1056.0	1456.0		392.0	547.0		87.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0			0.0				0.0	0.0			0.0				
LK-2136410	1030.0	37.0	1067.0	1437.0		524.0	446.0		50.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		3.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-7218060	1030.0	40.0	1071.0	1450.0		448.0	506.0		73.0						0.0		0.0					3.0	0.0							1.0													
LK-1318065	1030.0	27.0	1058.0	1343.0		422.0	535.0		62.0						0.0				0.0		0.0	1.0	0.0		1.0	3.0				5.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-5121110	1030.0	50.0	1095.0	1569.0	517.0	56.0	184.0	254.0	0.0	2.0	2.0	5.0		3.0			2.0		0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0														
LK-3136175	1029.0	26.0	1055.0	1485.0		396.0	561.0		56.0						0.0				0.0		1.0	2.0	0.0		1.0	9.0		0.0		3.0								0.0	0.0		0.0		
LK-7206125	1029.0	35.0	1065.0	1418.0		517.0	460.0		48.0						0.0		1.0					1.0	0.0							1.0													
LK-1233320	1029.0	44.0	1073.0	1405.0		427.0	511.0		81.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		6.0				2.0		0.0						0.0					
LK-6136160	1028.0	50.0	1078.0	1446.0		437.0	546.0		40.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-6160195	1028.0	57.0	1085.0	1448.0		513.0	461.0		47.0										0.0		1.0	0.0	0.0	0.0	0.0	2.0		0.0		2.0	0.0								0.0				
LK-3203155	1028.0	39.0	1069.0	1414.0		435.0	529.0		59.0										0.0		1.0	1.0	0.0		1.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-9136020	1028.0	39.0	1068.0	1318.0		457.0	550.0		18.0										0.0		1.0	0.0	0.0		1.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-5242070	1028.0	63.0	1093.0	1652.0	273.0	473.0	169.0		4.0	1.0	2.0							1.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0							103.0						
LK-1215400	1028.0	49.0	1078.0	1406.0		458.0	485.0		78.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				2.0		0.0						0.0					
LK-1206120	1028.0	55.0	1084.0	1434.0		502.0	454.0		66.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				1.0		0.0						0.0					
LK-9215200	1027.0	38.0	1066.0	1425.0		481.0	501.0		36.0						0.0				0.0		0.0	2.0	0.0		1.0	1.0		0.0		2.0				1.0								2.0	
LK-1324075	1027.0	33.0	1060.0	1376.0		564.0	390.0		43.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				25.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-1303020	1027.0	26.0	1053.0	1347.0		460.0	479.0		73.0						0.0				0.0		0.0	1.0	0.0		0.0	6.0				6.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-2312300	1027.0	87.0	1115.0	1458.0		635.0	362.0		10.0				9.0	1.0					0.0		1.0	0.0	0.0			3.0		0.0		1.0		0.0	0.0		0.0								
LK-8118175	1026.0	72.0	1099.0	1497.0		611.0	330.0		23.0						0.0						1.0	1.0	0.0			2.0				1.0												56.0	
LK-8139070	1026.0	76.0	1103.0	1488.0		612.0	309.0		32.0						0.0						1.0	1.0	0.0			2.0				1.0												67.0	
LK-3103055	1026.0	26.0	1053.0	1412.0		419.0	541.0		53.0						0.0				0.0		1.0	3.0	0.0		0.0	2.0		0.0		7.0								0.0	0.0		0.0		
LK-3242055	1026.0	19.0	1047.0	1365.0		484.0	445.0		93.0										0.0		1.0	0.0	0.0		0.0	1.0		0.0			0.0				1.0	0.0			0.0				
LK-9106050	1026.0	33.0	1059.0	1377.0		447.0	546.0		29.0										0.0		1.0	0.0	0.0		1.0	1.0		0.0		1.0	0.0	0.0				0.0		0.0					
LK-1324240	1026.0	33.0	1059.0	1376.0		564.0	390.0		43.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				25.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-1215040	1026.0	49.0	1076.0	1403.0		457.0	484.0		78.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				2.0		0.0						0.0					
LK-1233090	1026.0	44.0	1070.0	1401.0		426.0	510.0		81.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		6.0				2.0		0.0						0.0					
LK-2315210	1026.0	87.0	1115.0	1458.0		635.0	362.0		10.0				9.0	1.0					0.0		1.0	0.0	0.0			3.0		0.0		1.0		0.0	0.0		0.0								
LK-8133060	1025.0	50.0	1076.0	1415.0		563.0	385.0		45.0						0.0						1.0	1.0	0.0			1.0				1.0												28.0	
LK-8103110	1025.0	40.0	1066.0	1413.0		509.0	460.0		53.0						0.0						1.0	0.0	0.0			1.0				1.0												0.0	
LK-3206180	1025.0	39.0	1066.0	1410.0		434.0	528.0		59.0										0.0		1.0	1.0	0.0		1.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-8218070	1025.0	43.0	1068.0	1453.0		445.0	532.0		44.0										0.0		1.0	0.0	0.0			1.0		0.0			0.0	0.0											
LK-1330110	1025.0	39.0	1064.0	1415.0		458.0	495.0		53.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0				12.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-3312140	1025.0	29.0	1054.0	1347.0		396.0	526.0		99.0										0.0		0.0	1.0	0.0		1.0	0.0		0.0		1.0		0.0			0.0								
LK-1136060	1025.0	28.0	1054.0	1328.0		400.0	526.0		90.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	5.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-4109095	1024.0	90.0	1145.0	1867.0	714.0	99.0	67.0		1.0	73.0	51.0	4.0		3.0			1.0		1.0	1.0		1.0	0.0					0.0					0.0	1.0									
LK-3239200	1024.0	25.0	1051.0	1417.0		426.0	531.0		62.0										0.0		0.0	0.0	0.0		1.0	2.0		0.0			0.0				0.0	0.0			0.0				
LK-8103035	1024.0	40.0	1065.0	1412.0		508.0	460.0		53.0						0.0						1.0	0.0	0.0			1.0				1.0												0.0	
LK-2148140	1024.0	59.0	1084.0	1429.0		596.0	378.0		22.0						0.0			0.0	0.0		1.0	0.0	0.0			2.0		0.0		3.0	0.0	0.0		1.0	0.0							20.0	0.0
LK-1306190	1024.0	27.0	1051.0	1335.0		419.0	531.0		62.0						0.0				0.0		0.0	1.0	0.0		1.0	3.0				5.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1224305	1024.0	43.0	1068.0	1410.0		408.0	516.0		93.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		3.0				1.0		0.0						0.0					
LK-5318045	1023.0	60.0	1083.0	1487.0	113.0	414.0	448.0		31.0	2.0	1.0	0.0					0.0	0.0	0.0		0.0	3.0	0.0			1.0		0.0			0.0												
LK-8103005	1023.0	40.0	1064.0	1411.0		508.0	459.0		53.0						0.0						1.0	0.0	0.0			1.0				1.0												0.0	
LK-1215505	1023.0	49.0	1073.0	1399.0		456.0	483.0		78.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				2.0		0.0						0.0					
LK-3312070	1023.0	29.0	1052.0	1345.0		396.0	525.0		99.0										0.0		0.0	1.0	0.0		1.0	0.0		0.0		1.0		0.0			0.0								
LK-7133065	1022.0	66.0	1088.0	1505.0		451.0	499.0		64.0									0.0	0.0		1.0	1.0	0.0	1.0		2.0		0.0		1.0	0.0												
LK-9212070	1022.0	33.0	1055.0	1420.0		452.0	510.0		52.0						0.0				0.0		1.0	2.0	0.0		0.0	1.0		0.0		3.0				1.0								1.0	
LK-8209150	1022.0	43.0	1065.0	1467.0		446.0	528.0		45.0										0.0		1.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-2151060	1022.0	78.0	1101.0	1458.0		574.0	392.0		33.0						0.0			0.0	0.0		1.0	0.0	0.0			7.0		0.0		2.0	0.0	0.0		1.0	0.0							11.0	0.0
LK-6212020	1022.0	73.0	1097.0	1562.0		399.0	587.0		30.0								0.0		0.0		1.0	1.0	0.0	1.0		2.0		0.0		1.0	0.0	0.0											
LK-7148030	1022.0	65.0	1088.0	1494.0		421.0	540.0		55.0									0.0	0.0		1.0	1.0	0.0	0.0		3.0		0.0		1.0	0.0												
LK-1218035	1022.0	51.0	1074.0	1408.0		596.0	359.0		60.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		4.0				1.0		0.0						0.0					
LK-5115070	1022.0	50.0	1087.0	1557.0	513.0	56.0	183.0	252.0	0.0	2.0	1.0	5.0		3.0			2.0		0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0														
LK-3139135	1021.0	20.0	1040.0	1386.0		588.0	341.0		83.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0		0.0		2.0								0.0	0.0		0.0		
LK-9218295	1021.0	35.0	1056.0	1393.0		484.0	484.0		44.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0		0.0		1.0				1.0								2.0	
LK-6178320	1021.0	44.0	1065.0	1363.0		454.0	527.0		37.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		0.0	0.0								0.0				
LK-8124195	1020.0	66.0	1087.0	1440.0		587.0	362.0		43.0						0.0						1.0	0.0	0.0			1.0				2.0												24.0	
LK-9212005	1020.0	33.0	1052.0	1417.0		451.0	509.0		51.0						0.0				0.0		1.0	2.0	0.0		0.0	1.0		0.0		3.0				1.0								1.0	
LK-3133035	1020.0	26.0	1046.0	1419.0		426.0	497.0		66.0						0.0				0.0		1.0	2.0	0.0		0.0	23.0		0.0		3.0								0.0	0.0		0.0		
LK-6136105	1020.0	50.0	1070.0	1434.0		434.0	542.0		40.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-7206165	1020.0	35.0	1056.0	1407.0		513.0	457.0		48.0						0.0		1.0					1.0	0.0							1.0													
LK-2203025	1020.0	76.0	1097.0	1495.0		458.0	517.0		40.0								0.0		0.0	1.0	1.0	1.0	0.0			1.0		0.0		1.0		0.0			0.0	0.0							
LK-4109085	1019.0	89.0	1139.0	1856.0	710.0	98.0	67.0		1.0	72.0	51.0	4.0		3.0			1.0		1.0	1.0		1.0	0.0					0.0					0.0	1.0									
LK-8127245	1019.0	51.0	1071.0	1418.0		557.0	397.0		46.0						0.0						1.0	1.0	0.0			0.0				1.0												15.0	
LK-7109175	1019.0	70.0	1090.0	1534.0		457.0	505.0		52.0									0.0	0.0		1.0	0.0	0.0	0.0		3.0		0.0		0.0	0.0												
LK-9227135	1019.0	51.0	1071.0	1380.0		504.0	469.0		19.0						0.0				0.0		1.0	1.0	0.0		0.0	0.0		0.0		1.0				2.0								21.0	
LK-8136110	1019.0	49.0	1069.0	1406.0		560.0	383.0		45.0						0.0						1.0	1.0	0.0			1.0				1.0												28.0	
LK-1336040	1019.0	37.0	1057.0	1388.0		440.0	529.0		40.0						0.0				0.0		0.0	1.0	0.0		1.0	2.0				5.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-3115020	1019.0	28.0	1047.0	1339.0		452.0	522.0		40.0						0.0				0.0		1.0	1.0	0.0		1.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-1303340	1019.0	26.0	1045.0	1337.0		456.0	475.0		73.0						0.0				0.0		0.0	1.0	0.0		0.0	6.0				6.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1239235	1019.0	42.0	1061.0	1354.0		459.0	476.0		75.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		5.0				2.0		0.0						0.0					
LK-1224495	1019.0	42.0	1063.0	1403.0		406.0	513.0		93.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		3.0				1.0		0.0						0.0					
LK-9215090	1018.0	38.0	1055.0	1412.0		476.0	496.0		36.0						0.0				0.0		0.0	2.0	0.0		1.0	1.0		0.0		2.0				1.0								2.0	
