entity_id	valid	rejected	polled	electors	ITAK	EDF	ELMS	DNA	IG1D	IG2D	IG3D	IG4D	IG5D	IG6D	IG7D	IG8D	IG9D	UPFA	AITC	AITUF	UNP	UNAF	UDF	USP	JSP	TMVP	PERLF	MLF	LLF	SLNF	SMBP	IG1T	IG2T	IG3T	IG4T	IG5T	IG6T	IG7T	IG8T	IG9T	DPLF	IG1B	IG2B	IG3B	IG4B	IG5B	IG6B	IG7B	IG8B	IG9B	ONF	OWORS	TULF	EPDP	IG1V	DUA	IG9V	IG2V	IG6V	IG3V	IG4V	IG5V	IG7V	IG8V	IG9J	IG2J	IG4J	IG1J	IG3J	IG5J	IG6J	IG7J	IG8J	SEP	IG1P	IG7P	PNF	ELPP	IG2P	IG6P	IG8P	IG9P	IG3P	IG4P	IG5P	SLLP	NSU	UPF	IG1N	IG5N	IG3N	IG2N	IG4N	IG6N	IG9N	IG7N	IG8N	IG2M	IG3M	RJP	IG1M	IG4M	NPP	IG1H	OWO	IG4H	IG2H	IG3H	IG8M	IG5M	IG9M	IG6M	IG7M	IG1R	IG5R	IG2R	IG3R	IG4R	IG6R	IG7R	IG8R	IG9R	TLP	CDUA	IG3C	IG6C	IG8C	IG1C	IG7C	IG2C	IG9C	IG4C	IG5C	MNA	IG1K	IG3K	IG2K	IG4K	IG6K	IG9K	IG5K	IG7K	IG8K	IG6G	IG2G	IG7G	IG3G	IG4G	IG1G	IG5G	IG6A	IG1A	IG7A	IG5A	IG2A	IG3A	IG4A	IG9G	IG8G	OWOS	JS	J	OORS
LK-6136005	578.0	49.0	628.0	1126.0			0.0	20.0										403.0			154.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-6136205	578.0	49.0	627.0	1125.0			0.0	20.0										402.0			154.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-8130170	578.0	39.0	617.0	1006.0			0.0	26.0										289.0			205.0	0.0	0.0		0.0						0.0											0.0	0.0	0.0	47.0	1.0																																								0.0		8.0												0.0			0.0																																																												
LK-8130295	578.0	39.0	617.0	1006.0			0.0	26.0										289.0			205.0	0.0	0.0		0.0						0.0											0.0	0.0	0.0	47.0	1.0																																								0.0		8.0												0.0			0.0																																																												
LK-3139150	578.0	25.0	603.0	1018.0			0.0	76.0										289.0			211.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							1.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-9218070	578.0	40.0	618.0	997.0			0.0	24.0										382.0			171.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-6181265	578.0	33.0	612.0	995.0			0.0	22.0										383.0			172.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-9142115	578.0	55.0	633.0	1008.0			0.0	11.0										389.0			176.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0																										0.0									0.0																												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																									
LK-1209530	578.0	39.0	617.0	959.0			0.0	28.0										374.0			173.0	0.0	0.0		0.0					1.0																						0.0																									0.0									0.0																																																										0.0	1.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-7145010	578.0	39.0	617.0	1101.0			0.0	25.0										410.0			140.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-5324035	577.0	47.0	624.0	1132.0	54.0			24.0										373.0	1.0	0.0	114.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-6145160	577.0	45.0	622.0	1021.0			0.0	10.0										320.0			245.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-9221015	577.0	41.0	618.0	999.0			0.0	17.0										378.0			179.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-8215040	577.0	41.0	618.0	1283.0				29.0										430.0			113.0	0.0	0.0	0.0	0.0				0.0	1.0	0.0																				1.0																										0.0																					0.0	0.0	0.0	0.0	0.0																																																													
LK-9206005	577.0	40.0	617.0	1098.0			0.0	20.0										350.0			205.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-6121185	577.0	64.0	641.0	1125.0			0.0	19.0										367.0			188.0		0.0		0.0				0.0	1.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							1.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-3239045	577.0	23.0	600.0	1101.0				36.0										379.0			159.0		0.0	0.0	0.0	0.0			1.0	1.0	0.0																				0.0																										0.0									0.0												0.0	0.0		0.0	0.0	0.0							0.0													0.0																																								
LK-1327070	577.0	67.0	644.0	1018.0			0.0	31.0										367.0			177.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-3315260	577.0	21.0	599.0	914.0			0.0	46.0										387.0			143.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-7215245	577.0	51.0	629.0	990.0			0.0	19.0										393.0			163.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-5215045	577.0	0.0	0.0	0.0	0.0	1.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	354.0			204.0	0.0	0.0		0.0	0.0				0.0																					0.0																																																																																																																
LK-9209285	576.0	40.0	616.0	1048.0			0.0	20.0										403.0			151.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-3139205	576.0	25.0	601.0	1015.0			0.0	76.0										289.0			210.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							1.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-6178305	576.0	40.0	617.0	1004.0			0.0	22.0										361.0			193.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-9139045	576.0	50.0	626.0	955.0			0.0	7.0										416.0			149.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0																										0.0									0.0																												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																									
LK-1118120	576.0	38.0	614.0	962.0			0.0	48.0										376.0			149.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0	0.0	0.0																					0.0			0.0	1.0								0.0																	0.0																					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																													
LK-1309175	576.0	54.0	631.0	961.0			0.0	36.0										390.0			147.0	0.0	0.0		0.0				0.0	1.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1206160	576.0	37.0	613.0	934.0			0.0	38.0										365.0			168.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	3.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-6242195	575.0	42.0	617.0	1116.0			0.0	30.0										369.0			172.0	0.0	0.0		0.0				0.0	1.0	0.0																					0.0																							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
LK-6157085	575.0	38.0	613.0	1019.0			0.0	33.0										338.0			202.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-2142070	575.0	81.0	657.0	1083.0			0.0	15.0										331.0			228.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-9106160	575.0	42.0	617.0	973.0			0.0	11.0										406.0			156.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																				0.0																										0.0									0.0																												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																									
LK-1209520	575.0	38.0	613.0	953.0			0.0	28.0										372.0			172.0	0.0	0.0		0.0					1.0																						0.0																									0.0									0.0																																																										0.0	1.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1230230	575.0	31.0	606.0	929.0			0.0	33.0										414.0			127.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1230580	575.0	31.0	607.0	930.0			0.0	33.0										414.0			127.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1227480	575.0	30.0	605.0	953.0			0.0	44.0										403.0			125.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1227525	575.0	30.0	605.0	954.0			0.0	44.0										404.0			126.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1215475	575.0	29.0	605.0	941.0			0.0	41.0										382.0			150.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	1.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-5242125	575.0	0.0	0.0	0.0	108.0	1.0		1.0	0.0	0.0	0.0	0.0	0.0	1.0		0.0	0.0	248.0			207.0	0.0	0.0		0.0	7.0		0.0	0.0	0.0	0.0																				0.0																																			0.0																																																																													
LK-7215205	575.0	51.0	627.0	987.0			0.0	18.0										392.0			163.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0																				0.0																								0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0															0.0			0.0																																																												
LK-1206300	575.0	37.0	612.0	933.0			0.0	38.0										364.0			168.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	3.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-3309140	575.0	24.0	599.0	905.0			0.0	36.0										328.0			209.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-9203170	574.0	40.0	614.0	1040.0			0.0	24.0										389.0			159.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																														0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0																				
LK-3130090	574.0	25.0	599.0	1004.0			0.0	30.0										409.0			130.0	0.0	0.0	0.0	0.0					2.0	0.0																																											0.0																															0.0																																							0.0	0.0	1.0	0.0	0.0	0.0	0.0													
LK-3136335	574.0	28.0	603.0	1029.0			0.0	39.0										398.0			135.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							1.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-2139400	574.0	53.0	628.0	1007.0			0.0	26.0										343.0			204.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-6175185	574.0	42.0	617.0	1042.0			0.0	14.0										346.0			212.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-7115085	574.0	35.0	609.0	1094.0			0.0	56.0										378.0			137.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-3330155	574.0	23.0	598.0	909.0			0.0	41.0										383.0			149.0	0.0	0.0	0.0	0.0				0.0	0.0																					1.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-6248050	574.0	42.0	617.0	1151.0			0.0	28.0										347.0			197.0	0.0	0.0		0.0				0.0	0.0	0.0																					0.0																							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
LK-1327195	574.0	67.0	641.0	1014.0			0.0	30.0										365.0			176.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-7145025	574.0	39.0	613.0	1094.0			0.0	25.0										407.0			139.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-1309215	574.0	54.0	628.0	957.0			0.0	35.0										388.0			146.0	0.0	0.0		0.0				0.0	1.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1306100	574.0	58.0	633.0	974.0			0.0	48.0										368.0			156.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0																																																	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-1206015	574.0	37.0	611.0	931.0			0.0	38.0										364.0			168.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	3.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-1224235	574.0	27.0	602.0	917.0			0.0	49.0										400.0			123.0	0.0	0.0		0.0					0.0																						0.0																									0.0									0.0																																																										0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0				
LK-3312085	574.0	24.0	598.0	903.0			0.0	36.0										327.0			209.0	0.0	0.0	0.0	0.0				0.0	0.0																					0.0																										0.0									0.0																	0.0	0.0	0.0	0.0	0.0	0.0																																																							
LK-4109080	573.0	77.0	652.0	2450.0	248.0	3.0		1.0										194.0	14.0		49.0			1.0	0.0	0.0	9.0		3.0																							0.0	16.0			2.0									1.0	0.0	11.0	0.0	4.0	2.0	2.0	1.0	0.0	0.0																																																																																									
