entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-5212030	1254.0	9.0	1263.0	1624.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	478.0	1.0	0.0	0.0	1.0	2.0	766.0	2.0	0.0	0.0
LK-5112075	1254.0	11.0	1266.0	1779.0	2.0	3.0	1.0	0.0	1.0	1.0	1.0	2.0	4.0	1008.0	3.0	1.0	0.0	2.0	2.0	221.0	2.0	1.0	0.0
LK-5245095	1254.0	10.0	1264.0	1815.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	973.0	2.0	1.0	0.0	1.0	1.0	267.0	1.0	0.0	0.0
LK-1321090	1254.0	12.0	1266.0	1568.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	596.0	1.0	0.0	0.0	0.0	1.0	649.0	1.0	0.0	0.0
LK-9215240	1254.0	21.0	1274.0	1627.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	548.0	1.0	0.0	0.0	1.0	2.0	691.0	1.0	0.0	0.0
LK-1233375	1253.0	12.0	1265.0	1555.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	576.0	1.0	0.0	0.0	0.0	1.0	669.0	1.0	0.0	0.0
LK-1233390	1253.0	12.0	1265.0	1555.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	576.0	1.0	0.0	0.0	0.0	1.0	669.0	1.0	0.0	0.0
LK-1206110	1253.0	17.0	1269.0	1586.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	645.0	1.0	0.0	0.0	0.0	1.0	599.0	1.0	0.0	0.0
LK-9218215	1253.0	13.0	1266.0	1580.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	579.0	1.0	0.0	0.0	0.0	2.0	663.0	1.0	0.0	0.0
LK-2112095	1253.0	20.0	1273.0	1634.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	724.0	2.0	1.0	1.0	1.0	2.0	512.0	2.0	0.0	0.0
LK-9215035	1253.0	21.0	1274.0	1626.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	548.0	1.0	0.0	0.0	1.0	2.0	691.0	1.0	0.0	0.0
LK-8224025	1252.0	14.0	1266.0	1543.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	452.0	1.0	0.0	0.0	1.0	2.0	787.0	2.0	0.0	0.0
LK-6227010	1252.0	12.0	1263.0	1681.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	462.0	1.0	0.0	0.0	0.0	3.0	777.0	2.0	0.0	0.0
LK-3218170	1252.0	10.0	1261.0	1580.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	516.0	1.0	0.0	0.0	1.0	2.0	722.0	2.0	0.0	0.0
LK-2112185	1252.0	20.0	1271.0	1632.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	723.0	2.0	1.0	1.0	1.0	2.0	512.0	2.0	0.0	0.0
LK-8127265	1252.0	16.0	1268.0	1603.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	585.0	2.0	1.0	0.0	1.0	3.0	648.0	2.0	0.0	0.0
LK-1233365	1251.0	12.0	1263.0	1554.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	575.0	1.0	0.0	0.0	0.0	1.0	669.0	1.0	0.0	0.0
LK-1224055	1251.0	13.0	1264.0	1554.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	569.0	0.0	0.0	0.0	0.0	1.0	675.0	1.0	0.0	0.0
LK-1318005	1251.0	11.0	1262.0	1514.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	548.0	1.0	0.0	0.0	1.0	2.0	692.0	1.0	0.0	0.0
LK-1230400	1251.0	12.0	1263.0	1538.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	513.0	1.0	0.0	0.0	0.0	1.0	729.0	1.0	0.0	0.0
LK-1324035	1251.0	13.0	1264.0	1565.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	712.0	1.0	0.0	0.0	1.0	1.0	527.0	1.0	0.0	0.0
LK-1133175	1250.0	12.0	1263.0	1501.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	633.0	0.0	0.0	0.0	0.0	1.0	611.0	1.0	0.0	0.0
LK-1321355	1250.0	12.0	1262.0	1563.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	594.0	1.0	0.0	0.0	0.0	1.0	647.0	1.0	0.0	0.0
LK-8103150	1250.0	15.0	1265.0	1588.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	522.0	1.0	0.0	0.0	1.0	3.0	709.0	4.0	1.0	0.0
LK-6181010	1250.0	10.0	1260.0	1578.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	550.0	1.0	0.0	0.0	0.0	2.0	691.0	1.0	0.0	0.0
LK-8127255	1250.0	16.0	1266.0	1600.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	584.0	2.0	1.0	0.0	1.0	3.0	647.0	2.0	0.0	0.0
LK-1215440	1249.0	11.0	1261.0	1549.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	601.0	1.0	0.0	0.0	0.0	1.0	640.0	1.0	0.0	0.0
LK-9103005	1249.0	10.0	1259.0	1531.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	511.0	1.0	0.0	0.0	1.0	2.0	726.0	1.0	0.0	0.0
LK-3109120	1249.0	12.0	1262.0	1636.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	445.0	1.0	0.0	0.0	0.0	2.0	789.0	2.0	0.0	0.0
LK-8121025	1249.0	18.0	1267.0	1594.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	655.0	1.0	0.0	0.0	0.0	2.0	580.0	1.0	0.0	0.0
LK-1239170	1248.0	13.0	1261.0	1528.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	611.0	1.0	0.0	0.0	0.0	1.0	630.0	1.0	0.0	0.0
LK-9121075	1248.0	15.0	1263.0	1550.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	580.0	2.0	0.0	0.0	1.0	3.0	649.0	3.0	1.0	0.0
LK-6103080	1248.0	10.0	1257.0	1644.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	493.0	1.0	0.0	0.0	1.0	2.0	744.0	2.0	0.0	0.0
LK-6178345	1248.0	13.0	1260.0	1548.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	551.0	1.0	0.0	0.0	0.0	1.0	688.0	1.0	0.0	0.0
LK-6175135	1248.0	9.0	1257.0	1591.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	562.0	1.0	0.0	0.0	1.0	1.0	677.0	1.0	0.0	0.0
LK-2109085	1247.0	14.0	1261.0	1584.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	719.0	1.0	0.0	0.0	1.0	2.0	515.0	1.0	0.0	0.0
LK-2112245	1247.0	19.0	1266.0	1626.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	720.0	2.0	1.0	1.0	1.0	2.0	510.0	2.0	0.0	0.0
LK-2312175	1246.0	21.0	1267.0	1606.0	1.0	4.0	1.0	0.0	2.0	1.0	1.0	2.0	4.0	910.0	4.0	1.0	1.0	1.0	3.0	306.0	3.0	1.0	0.0
LK-1112350	1246.0	13.0	1259.0	1537.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	559.0	0.0	0.0	0.0	0.0	1.0	680.0	1.0	0.0	0.0
LK-1215120	1246.0	11.0	1258.0	1545.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	599.0	1.0	0.0	0.0	0.0	1.0	638.0	1.0	0.0	0.0
LK-3318225	1246.0	11.0	1257.0	1555.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	422.0	1.0	0.0	0.0	1.0	2.0	812.0	2.0	0.0	0.0
LK-7112040	1246.0	12.0	1257.0	1662.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	547.0	1.0	0.0	0.0	1.0	2.0	685.0	2.0	0.0	0.0
LK-8106015	1246.0	15.0	1261.0	1582.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	521.0	1.0	0.0	0.0	1.0	3.0	706.0	4.0	1.0	0.0
LK-9142070	1245.0	15.0	1260.0	1546.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	578.0	2.0	0.0	0.0	1.0	3.0	647.0	3.0	1.0	0.0
LK-3242195	1245.0	12.0	1256.0	1550.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	628.0	1.0	0.0	1.0	0.0	1.0	609.0	1.0	0.0	0.0
LK-6160305	1245.0	15.0	1260.0	1625.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	638.0	1.0	0.0	0.0	1.0	2.0	596.0	1.0	0.0	0.0
LK-9112215	1244.0	13.0	1257.0	1513.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	545.0	1.0	0.0	0.0	1.0	2.0	687.0	2.0	0.0	0.0
LK-6181210	1244.0	10.0	1254.0	1570.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	547.0	1.0	0.0	0.0	0.0	2.0	688.0	1.0	0.0	0.0
LK-3227085	1244.0	13.0	1257.0	1596.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	449.0	1.0	0.0	0.0	1.0	2.0	785.0	1.0	0.0	0.0
LK-4118030	1244.0	40.0	1285.0	1983.0	4.0	8.0	2.0	1.0	4.0	3.0	3.0	3.0	7.0	964.0	6.0	2.0	1.0	3.0	4.0	220.0	6.0	3.0	1.0
LK-6233070	1243.0	14.0	1257.0	1688.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	603.0	1.0	0.0	0.0	0.0	2.0	628.0	1.0	0.0	0.0
LK-3118070	1243.0	12.0	1255.0	1519.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	513.0	1.0	0.0	0.0	1.0	3.0	716.0	2.0	0.0	0.0
LK-7206090	1243.0	6.0	1249.0	1579.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	670.0	1.0	0.0	0.0	0.0	1.0	563.0	1.0	0.0	0.0
LK-4509015	1243.0	45.0	1288.0	1825.0	3.0	5.0	1.0	1.0	3.0	1.0	2.0	2.0	4.0	897.0	3.0	1.0	1.0	2.0	4.0	307.0	4.0	2.0	1.0
LK-1218025	1242.0	17.0	1259.0	1570.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	737.0	1.0	0.0	0.0	0.0	1.0	495.0	1.0	0.0	0.0
LK-9118205	1242.0	14.0	1257.0	1531.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	582.0	2.0	1.0	0.0	1.0	2.0	644.0	2.0	1.0	0.0
LK-2142165	1242.0	16.0	1258.0	1591.0	1.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	705.0	2.0	1.0	0.0	1.0	2.0	518.0	2.0	0.0	0.0
LK-5110075	1241.0	13.0	1254.0	1809.0	1.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	4.0	1039.0	4.0	1.0	0.0	1.0	2.0	178.0	2.0	1.0	0.0
LK-5315060	1241.0	16.0	1257.0	1720.0	2.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	3.0	982.0	2.0	1.0	1.0	1.0	1.0	238.0	2.0	1.0	0.0
LK-1133120	1240.0	12.0	1252.0	1489.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	628.0	0.0	0.0	0.0	0.0	1.0	606.0	1.0	0.0	0.0
LK-1118125	1240.0	13.0	1253.0	1535.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	558.0	1.0	0.0	0.0	1.0	1.0	671.0	1.0	0.0	0.0
LK-6178385	1240.0	13.0	1252.0	1538.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	548.0	1.0	0.0	0.0	0.0	1.0	683.0	1.0	0.0	0.0
LK-2203185	1239.0	13.0	1252.0	1610.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	521.0	1.0	0.0	0.0	1.0	3.0	704.0	2.0	0.0	0.0
LK-1218115	1239.0	17.0	1256.0	1566.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	735.0	1.0	0.0	0.0	0.0	1.0	494.0	1.0	0.0	0.0
LK-5215095	1238.0	9.0	1247.0	1604.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	472.0	1.0	0.0	0.0	0.0	2.0	756.0	2.0	0.0	0.0
LK-1306260	1238.0	11.0	1249.0	1498.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	542.0	1.0	0.0	0.0	1.0	2.0	685.0	1.0	0.0	0.0
LK-9118200	1238.0	14.0	1252.0	1526.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	580.0	2.0	1.0	0.0	1.0	2.0	641.0	2.0	1.0	0.0
LK-6178375	1238.0	12.0	1251.0	1537.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	547.0	1.0	0.0	0.0	0.0	1.0	683.0	1.0	0.0	0.0
LK-3133070	1238.0	13.0	1251.0	1569.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	544.0	1.0	0.0	0.0	1.0	2.0	683.0	1.0	0.0	0.0
LK-9230100	1238.0	17.0	1255.0	1551.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	551.0	2.0	1.0	0.0	1.0	2.0	669.0	2.0	0.0	0.0
LK-1306010	1237.0	11.0	1248.0	1497.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	542.0	1.0	0.0	0.0	1.0	2.0	684.0	1.0	0.0	0.0
LK-6136045	1237.0	9.0	1247.0	1596.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	510.0	1.0	0.0	0.0	1.0	2.0	717.0	2.0	0.0	0.0
LK-1115050	1236.0	13.0	1250.0	1530.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	557.0	1.0	0.0	0.0	1.0	1.0	669.0	1.0	0.0	0.0
LK-2142030	1236.0	16.0	1252.0	1583.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	702.0	2.0	1.0	0.0	1.0	2.0	516.0	2.0	0.0	0.0
LK-9206335	1236.0	14.0	1250.0	1614.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	714.0	1.0	0.0	0.0	0.0	1.0	509.0	1.0	0.0	0.0
LK-2109035	1235.0	14.0	1249.0	1569.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	713.0	1.0	0.0	0.0	1.0	2.0	510.0	1.0	0.0	0.0
LK-1327185	1235.0	15.0	1250.0	1572.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	558.0	1.0	0.0	0.0	1.0	2.0	663.0	2.0	0.0	0.0
LK-6184200	1235.0	10.0	1245.0	1559.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	544.0	1.0	0.0	0.0	0.0	2.0	683.0	1.0	0.0	0.0
LK-6160030	1235.0	15.0	1250.0	1612.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	633.0	1.0	0.0	0.0	1.0	2.0	591.0	1.0	0.0	0.0
LK-8121120	1235.0	18.0	1253.0	1576.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	647.0	1.0	0.0	0.0	0.0	2.0	573.0	1.0	0.0	0.0
LK-1233305	1234.0	12.0	1246.0	1532.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	567.0	1.0	0.0	0.0	0.0	1.0	659.0	1.0	0.0	0.0
LK-5242155	1234.0	9.0	1243.0	1786.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	957.0	2.0	1.0	0.0	1.0	1.0	263.0	1.0	0.0	0.0
LK-1324375	1234.0	13.0	1246.0	1544.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	703.0	1.0	0.0	0.0	1.0	1.0	520.0	1.0	0.0	0.0
LK-1224380	1233.0	13.0	1246.0	1532.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	561.0	0.0	0.0	0.0	0.0	1.0	665.0	1.0	0.0	0.0
LK-1206245	1233.0	16.0	1249.0	1561.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	635.0	1.0	0.0	0.0	0.0	1.0	590.0	1.0	0.0	0.0
LK-1206320	1233.0	16.0	1250.0	1562.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	635.0	1.0	0.0	0.0	0.0	1.0	590.0	1.0	0.0	0.0
LK-9142125	1233.0	15.0	1248.0	1532.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	573.0	2.0	0.0	0.0	1.0	3.0	641.0	3.0	1.0	0.0
LK-3242230	1233.0	12.0	1244.0	1535.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	622.0	1.0	0.0	1.0	0.0	1.0	603.0	1.0	0.0	0.0
LK-6160110	1233.0	15.0	1248.0	1609.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	632.0	1.0	0.0	0.0	1.0	2.0	590.0	1.0	0.0	0.0
LK-1312090	1233.0	13.0	1246.0	1524.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	526.0	1.0	0.0	0.0	1.0	2.0	692.0	2.0	0.0	0.0
LK-9215010	1233.0	20.0	1254.0	1601.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	539.0	1.0	0.0	0.0	1.0	2.0	680.0	1.0	0.0	0.0
LK-8109040	1233.0	26.0	1258.0	1606.0	2.0	3.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	474.0	2.0	1.0	0.0	1.0	3.0	736.0	4.0	1.0	1.0
LK-1109240	1232.0	13.0	1246.0	1519.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	603.0	1.0	0.0	1.0	0.0	1.0	622.0	1.0	0.0	0.0
LK-3133160	1232.0	13.0	1245.0	1561.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	541.0	1.0	0.0	0.0	1.0	2.0	679.0	1.0	0.0	0.0
LK-8118055	1231.0	24.0	1255.0	1648.0	3.0	5.0	1.0	0.0	2.0	1.0	1.0	2.0	3.0	671.0	3.0	1.0	0.0	1.0	3.0	529.0	3.0	1.0	0.0
LK-3106135	1231.0	12.0	1243.0	1633.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	501.0	1.0	0.0	0.0	1.0	2.0	720.0	1.0	0.0	0.0
LK-8221095	1230.0	14.0	1244.0	1516.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	444.0	1.0	0.0	0.0	1.0	2.0	773.0	2.0	0.0	0.0
LK-5233055	1230.0	9.0	1239.0	1779.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	954.0	2.0	1.0	0.0	1.0	1.0	262.0	1.0	0.0	0.0
LK-1239055	1230.0	12.0	1243.0	1506.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	602.0	1.0	0.0	0.0	0.0	1.0	621.0	1.0	0.0	0.0
LK-4309135	1230.0	23.0	1252.0	1821.0	2.0	4.0	1.0	0.0	2.0	1.0	1.0	1.0	4.0	924.0	3.0	1.0	0.0	2.0	2.0	277.0	2.0	2.0	0.0
LK-5109055	1230.0	13.0	1243.0	1793.0	1.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	4.0	1030.0	4.0	1.0	0.0	1.0	2.0	176.0	2.0	1.0	0.0
LK-5110060	1230.0	13.0	1243.0	1793.0	1.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	4.0	1030.0	4.0	1.0	0.0	1.0	2.0	176.0	2.0	1.0	0.0
LK-1224065	1229.0	13.0	1242.0	1527.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	559.0	0.0	0.0	0.0	0.0	1.0	663.0	1.0	0.0	0.0
LK-7215230	1229.0	9.0	1238.0	1551.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	773.0	2.0	0.0	0.0	1.0	2.0	445.0	1.0	0.0	0.0
LK-1224070	1228.0	13.0	1241.0	1526.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	559.0	0.0	0.0	0.0	0.0	1.0	663.0	1.0	0.0	0.0
LK-1310110	1228.0	12.0	1240.0	1497.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	514.0	1.0	0.0	0.0	1.0	1.0	704.0	1.0	0.0	0.0
LK-1303035	1228.0	15.0	1243.0	1510.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	616.0	0.0	0.0	0.0	0.0	1.0	604.0	1.0	0.0	0.0
LK-3115005	1228.0	12.0	1239.0	1501.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	507.0	1.0	0.0	0.0	1.0	3.0	707.0	2.0	0.0	0.0
LK-8103165	1228.0	15.0	1243.0	1560.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	513.0	1.0	0.0	0.0	1.0	3.0	696.0	3.0	1.0	0.0
LK-7209130	1228.0	6.0	1234.0	1560.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	662.0	1.0	0.0	0.0	0.0	1.0	556.0	1.0	0.0	0.0
LK-4109080	1228.0	33.0	1261.0	1880.0	5.0	5.0	2.0	1.0	4.0	2.0	2.0	2.0	6.0	929.0	4.0	2.0	1.0	2.0	3.0	249.0	4.0	2.0	1.0
LK-4106115	1228.0	43.0	1271.0	1949.0	4.0	7.0	1.0	1.0	5.0	3.0	4.0	3.0	5.0	854.0	4.0	2.0	2.0	3.0	3.0	319.0	4.0	2.0	1.0
LK-1115045	1227.0	13.0	1240.0	1519.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	553.0	1.0	0.0	0.0	1.0	1.0	664.0	1.0	0.0	0.0
LK-9227120	1227.0	17.0	1244.0	1552.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	564.0	2.0	0.0	0.0	1.0	2.0	646.0	2.0	1.0	0.0
LK-8124165	1227.0	23.0	1250.0	1578.0	2.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	628.0	2.0	1.0	1.0	1.0	3.0	574.0	3.0	1.0	0.0
LK-1306180	1226.0	11.0	1237.0	1484.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	537.0	1.0	0.0	0.0	0.0	2.0	678.0	1.0	0.0	0.0
LK-1330240	1226.0	15.0	1241.0	1561.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	554.0	1.0	0.0	0.0	1.0	2.0	659.0	2.0	0.0	0.0
LK-3221145	1226.0	9.0	1234.0	1557.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	537.0	1.0	0.0	0.0	0.0	2.0	678.0	1.0	0.0	0.0
LK-2227110	1225.0	13.0	1238.0	1534.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	469.0	2.0	1.0	0.0	1.0	4.0	738.0	3.0	1.0	0.0
LK-9212060	1225.0	14.0	1239.0	1590.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	533.0	1.0	0.0	0.0	0.0	1.0	680.0	2.0	0.0	0.0
LK-1233385	1224.0	12.0	1235.0	1519.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	562.0	1.0	0.0	0.0	0.0	1.0	654.0	1.0	0.0	0.0
LK-6248090	1224.0	12.0	1236.0	1726.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	572.0	1.0	0.0	0.0	0.0	1.0	642.0	1.0	0.0	0.0
LK-2303070	1224.0	20.0	1244.0	1564.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	3.0	728.0	2.0	1.0	0.0	1.0	2.0	477.0	2.0	0.0	0.0
LK-3306055	1223.0	10.0	1233.0	1530.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	476.0	1.0	0.0	0.0	1.0	2.0	734.0	2.0	0.0	0.0
LK-1106170	1223.0	16.0	1239.0	1515.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	714.0	1.0	0.0	0.0	0.0	1.0	500.0	1.0	0.0	0.0
LK-1133070	1223.0	12.0	1235.0	1468.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	619.0	0.0	0.0	0.0	0.0	1.0	597.0	1.0	0.0	0.0
LK-9103140	1223.0	10.0	1233.0	1500.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	501.0	1.0	0.0	0.0	1.0	2.0	711.0	1.0	0.0	0.0
LK-5236025	1223.0	9.0	1232.0	1776.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	1035.0	3.0	1.0	0.0	1.0	1.0	172.0	1.0	0.0	0.0
LK-5112170	1222.0	11.0	1233.0	1733.0	2.0	3.0	1.0	0.0	1.0	1.0	1.0	2.0	4.0	982.0	3.0	1.0	0.0	2.0	2.0	216.0	2.0	1.0	0.0
LK-8224035	1222.0	14.0	1235.0	1506.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	441.0	1.0	0.0	0.0	1.0	2.0	768.0	2.0	0.0	0.0
LK-6242065	1222.0	11.0	1232.0	1730.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	576.0	1.0	0.0	0.0	0.0	1.0	637.0	1.0	0.0	0.0
LK-4118005	1222.0	40.0	1262.0	1948.0	4.0	7.0	2.0	1.0	4.0	3.0	3.0	3.0	7.0	947.0	5.0	2.0	1.0	3.0	4.0	216.0	6.0	3.0	1.0
LK-5209080	1221.0	9.0	1229.0	1581.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	465.0	1.0	0.0	0.0	0.0	2.0	746.0	2.0	0.0	0.0
LK-3206030	1221.0	16.0	1236.0	1545.0	2.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	502.0	1.0	0.0	0.0	1.0	3.0	701.0	2.0	1.0	0.0
LK-6172100	1221.0	9.0	1230.0	1588.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	593.0	1.0	0.0	0.0	1.0	1.0	618.0	1.0	0.0	0.0
LK-5242010	1220.0	9.0	1229.0	1765.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	946.0	2.0	1.0	0.0	1.0	1.0	260.0	1.0	0.0	0.0
