entity_id	valid	rejected	polled	electors	TULF	EPDP	UNP	JVP	JSP	NLF	PA	RJP	SLPF	SLMK	SLMC	SU	SMBP	IND1	IND2	IND3	IND5	IND6	IND7	IND8	IND9	IND10	IND11	IND12	IND13	IND14	IND15	LP	ESMS	DUNF	MULF	SLNF	IND4	ELPP	USP	DPLF	INDP	DLF	Ind10	ULF	PFF	NDP	IND 3	SEP
LK-1112350	824.0	33.0	857.0	1120.0	0.0	0.0	351.0	124.0	0.0	3.0	329.0	0.0	0.0	0.0		11.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-9215045	823.0	42.0	865.0	1117.0			389.0	71.0	0.0	4.0	352.0		0.0			3.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-3109070	823.0	37.0	860.0	1105.0			342.0	123.0		4.0	347.0		0.0			2.0		0.0	0.0	0.0	1.0											1.0	0.0	1.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-9221010	823.0	46.0	869.0	1098.0			378.0	68.0	0.0	6.0	365.0		0.0			4.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-1321035	823.0	45.0	868.0	1103.0			373.0	101.0	0.0	3.0	331.0	0.0				8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		3.0									
LK-1215400	823.0	31.0	854.0	1094.0			346.0	102.0		3.0	363.0	0.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-1233345	823.0	31.0	854.0	1094.0			337.0	109.0		3.0	363.0	0.0	0.0	0.0		8.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					0.0				
LK-5248105	823.0	45.0	868.0	1054.0	261.0	30.0	86.0	7.0	0.0	3.0	125.0	0.0	0.0	1.0	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-9209110	822.0	44.0	866.0	1157.0			438.0	77.0	0.0	4.0	298.0		0.0			3.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-3130010	822.0	37.0	859.0	1104.0			341.0	123.0		4.0	347.0		0.0			2.0		0.0	0.0	0.0	1.0											1.0	0.0	1.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-9221150	822.0	46.0	868.0	1097.0			377.0	68.0	0.0	6.0	364.0		0.0			4.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-9127030	822.0	45.0	866.0	1022.0			366.0	38.0		8.0	403.0		0.0			1.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-2203105	822.0	60.0	883.0	1179.0			393.0	80.0	0.0	7.0	337.0	0.0		1.0																		1.0	0.0			0.0					1.0			1.0	0.0			
LK-1215040	822.0	31.0	852.0	1091.0			345.0	102.0		3.0	362.0	0.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-5248020	822.0	45.0	867.0	1052.0	260.0	30.0	86.0	7.0	0.0	3.0	125.0	0.0	0.0	1.0	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-4203140	821.0	61.0	882.0	2424.0	544.0	60.0	100.0	1.0		4.0	54.0	0.0				1.0		17.0	0.0	0.0	0.0	0.0	2.0	0.0													0.0	0.0	1.0	36.0								
LK-8124195	821.0	63.0	884.0	1119.0			427.0	57.0			312.0	1.0	0.0			3.0		0.0	0.0	18.0	0.0															0.0	0.0									2.0		
LK-5236050	821.0	40.0	860.0	1052.0	138.0	17.0	23.0	1.0	0.0	2.0	106.0	0.0	0.0	1.0	384.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-7218055	821.0	58.0	878.0	1134.0			365.0	115.0		7.0	330.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-7209120	821.0	41.0	861.0	1075.0			414.0	74.0		7.0	324.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														0.0			0.0											
LK-6239145	821.0	31.0	852.0	1201.0			382.0	56.0	0.0	4.0	372.0	0.0	0.0			6.0		0.0	0.0	0.0													0.0	0.0	1.0	0.0												
LK-8103170	821.0	44.0	865.0	1106.0			474.0	73.0			269.0	1.0	0.0			1.0		0.0	0.0	0.0	0.0															0.0	0.0									1.0		
LK-2142030	821.0	67.0	888.0	1206.0			389.0	34.0	0.0	7.0	384.0	0.0	0.0			4.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-7112025	821.0	46.0	866.0	1191.0			416.0	76.0	0.0	7.0	317.0	0.0	0.0			2.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-7139100	821.0	46.0	866.0	1191.0			416.0	76.0	0.0	7.0	317.0	0.0	0.0			2.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-9109080	821.0	45.0	866.0	1084.0			377.0	61.0		7.0	366.0		0.0			4.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-3103160	821.0	38.0	859.0	1079.0			342.0	100.0		4.0	365.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-9148010	821.0	48.0	870.0	1092.0			350.0	142.0		7.0	315.0		0.0			2.0		0.0	0.0	0.0	1.0											0.0	1.0			0.0	0.0		3.0						0.0			
LK-4109095	820.0	47.0	867.0	2198.0	463.0	255.0	68.0	1.0		2.0					3.0	1.0																							2.0	7.0	12.0	4.0						
LK-6242055	820.0	31.0	850.0	1199.0			381.0	56.0	0.0	4.0	371.0	0.0	0.0			6.0		0.0	0.0	0.0													0.0	0.0	1.0	0.0												
LK-1315005	820.0	61.0	881.0	1102.0			400.0	65.0	0.0	3.0	340.0	0.0				3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0												3.0	0.0	0.0		4.0									
LK-3330105	820.0	39.0	859.0	1117.0			324.0	149.0		6.0	337.0		0.0			2.0		0.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-9121055	820.0	63.0	883.0	1080.0			421.0	51.0		7.0	334.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		2.0						0.0			
LK-3115150	820.0	37.0	857.0	1012.0			360.0	82.0		4.0	366.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	1.0		0.0	0.0		2.0			0.0		1.0	0.0			
LK-1215505	820.0	31.0	850.0	1088.0			344.0	101.0		3.0	361.0	0.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-1233205	820.0	30.0	851.0	1090.0			336.0	109.0		3.0	361.0	0.0	0.0	0.0		8.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					0.0				
LK-1224420	820.0	27.0	847.0	1083.0			301.0	119.0		3.0	385.0	0.0	0.0	0.0		10.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-2303135	819.0	64.0	884.0	1100.0			522.0	27.0	0.0	4.0	255.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		3.0			0.0			0.0	5.0		
LK-7115070	819.0	40.0	859.0	1154.0			367.0	121.0	0.0	6.0	319.0	0.0	0.0			3.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-3206115	819.0	56.0	875.0	1087.0			366.0	95.0	0.0	8.0	342.0		0.0			2.0	0.0	0.0	0.0	0.0	1.0												0.0				0.0		2.0						1.0			
LK-3103195	819.0	38.0	857.0	1076.0			341.0	99.0		4.0	364.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-6178355	819.0	37.0	856.0	1088.0			362.0	70.0	0.0	3.0	379.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-7215275	819.0	61.0	879.0	1114.0			397.0	74.0		7.0	339.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-2109170	819.0	61.0	881.0	1144.0			480.0	68.0	0.0	5.0	258.0	0.0	0.0			5.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-8212130	818.0	78.0	896.0	1137.0			340.0	76.0		8.0	388.0		0.0			2.0		1.0	0.0	0.0	0.0	1.0										0.0				0.0	0.0							1.0	0.0			
LK-1309295	818.0	43.0	861.0	1050.0			359.0	80.0	0.0	4.0	363.0	0.0				5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		2.0									
LK-1227215	818.0	36.0	854.0	1087.0			304.0	96.0		3.0	405.0	0.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-5209045	818.0	70.0	888.0	1141.0	0.0	1.0	371.0	72.0	0.0	6.0	363.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-1136260	818.0	28.0	845.0	1083.0	0.0	0.0	348.0	132.0	0.0	3.0	311.0	0.0	0.0	0.0		18.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-9221025	817.0	46.0	862.0	1090.0			375.0	67.0	0.0	6.0	362.0		0.0			4.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-7218040	817.0	57.0	874.0	1128.0			363.0	114.0		7.0	329.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-3242295	817.0	29.0	845.0	1087.0			352.0	98.0	0.0	4.0	353.0		0.0			8.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-1218035	817.0	33.0	849.0	1077.0			439.0	78.0		3.0	288.0	0.0	0.0	0.0		6.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					0.0				
LK-1303350	817.0	41.0	857.0	1080.0			358.0	106.0	0.0	3.0	328.0	0.0				15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		3.0									
LK-2124340	816.0	83.0	899.0	1135.0			413.0	51.0	0.0	8.0	338.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-8118125	816.0	81.0	896.0	1145.0			463.0	34.0			275.0	1.0	0.0			1.0		0.0	0.0	39.0	1.0															0.0	0.0									1.0		
LK-3109145	816.0	37.0	853.0	1095.0			339.0	122.0		4.0	344.0		0.0			2.0		0.0	0.0	0.0	1.0											1.0	0.0	1.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-8130165	816.0	52.0	868.0	1071.0			436.0	61.0			310.0	0.0	0.0			2.0		0.0	0.0	5.0	0.0															0.0	0.0									1.0		
LK-6160215	816.0	39.0	855.0	1136.0			418.0	65.0	0.0	4.0	321.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-3154050	816.0	36.0	853.0	1106.0			335.0	106.0		4.0	364.0		0.0			3.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-4109085	815.0	47.0	862.0	2186.0	461.0	253.0	68.0	1.0		2.0					3.0	1.0																							2.0	7.0	12.0	4.0						
LK-7109125	815.0	41.0	856.0	1180.0			354.0	83.0	0.0	10.0	365.0	0.0	0.0			1.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-3133110	815.0	34.0	849.0	1068.0			351.0	100.0		5.0	353.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-2136225	815.0	41.0	856.0	1095.0			410.0	53.0	1.0	6.0	335.0	0.0	0.0			8.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-8103120	815.0	43.0	858.0	1097.0			471.0	72.0			267.0	1.0	0.0			1.0		0.0	0.0	0.0	0.0															0.0	0.0									1.0		
LK-3142040	815.0	35.0	851.0	1058.0			357.0	78.0		3.0	368.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			1.0		1.0	0.0			
LK-6178315	815.0	37.0	851.0	1082.0			360.0	69.0	0.0	3.0	377.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-1209110	815.0	32.0	847.0	1049.0			379.0	70.0		2.0	357.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-7148030	815.0	52.0	867.0	1159.0			337.0	95.0	0.0	8.0	370.0	0.0	0.0			1.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-5112125	815.0	55.0	870.0	1282.0	321.0	20.0	146.0	1.0	0.0	3.0	206.0		0.0	1.0	74.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0												10.0			30.0			0.0					
LK-5239095	815.0	44.0	859.0	1043.0	258.0	30.0	85.0	7.0	0.0	3.0	124.0	0.0	0.0	1.0	260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-7133065	814.0	51.0	866.0	1164.0			364.0	104.0	0.0	8.0	335.0	0.0	0.0			1.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-5318045	814.0	43.0	857.0	1218.0	96.0	2.0	326.0	77.0	1.0	6.0	300.0		0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0										1.0	1.0	0.0	1.0	0.0	0.0											
LK-6136025	814.0	49.0	863.0	1146.0			372.0	72.0	0.0	3.0	362.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-3327045	814.0	39.0	853.0	1108.0			321.0	147.0		6.0	334.0		0.0			2.0		0.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-6130135	814.0	49.0	864.0	1235.0			415.0	66.0	0.0	4.0	322.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-5315120	814.0	45.0	859.0	1133.0	496.0	17.0	203.0	23.0	1.0	2.0	70.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0										0.0	0.0	0.0	1.0	0.0	0.0											
LK-1310150	814.0	43.0	857.0	1045.0			357.0	80.0	0.0	4.0	361.0	0.0				5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		2.0									
LK-1212465	814.0	36.0	850.0	1085.0			359.0	109.0		3.0	334.0	0.0	0.0	0.0		5.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-1306070	814.0	42.0	855.0	1051.0			354.0	91.0	0.0	3.0	350.0	0.0				9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		3.0									
LK-1215375	814.0	30.0	845.0	1081.0			342.0	101.0		3.0	359.0	0.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-1233180	814.0	30.0	844.0	1082.0			334.0	108.0		3.0	358.0	0.0	0.0	0.0		8.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					0.0				
LK-8112030	813.0	72.0	886.0	1154.0			414.0	55.0			335.0	1.0	0.0			2.0		1.0	0.0	3.0	1.0															0.0	0.0									1.0		
LK-8115105	813.0	72.0	885.0	1153.0			414.0	55.0			335.0	1.0	0.0			2.0		1.0	0.0	3.0	1.0															0.0	0.0									1.0		
LK-8127065	813.0	55.0	868.0	1058.0			419.0	57.0			333.0	0.0	0.0			1.0		0.0	0.0	1.0	0.0															0.0	0.0									0.0		
LK-8127105	813.0	55.0	868.0	1058.0			419.0	57.0			333.0	0.0	0.0			1.0		0.0	0.0	1.0	0.0															0.0	0.0									0.0		
LK-8133060	813.0	60.0	873.0	1117.0			438.0	56.0			301.0	0.0	0.0			5.0		0.0	0.0	10.0	0.0															0.0	0.0									1.0		
LK-1312125	813.0	60.0	874.0	1093.0			397.0	64.0	0.0	3.0	337.0	0.0				3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0												3.0	0.0	0.0		4.0									
LK-7115180	813.0	40.0	853.0	1146.0			364.0	120.0	0.0	6.0	317.0	0.0	0.0			3.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-3242075	813.0	28.0	841.0	1081.0			350.0	97.0	0.0	4.0	352.0		0.0			8.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3206155	813.0	56.0	869.0	1079.0			364.0	94.0	0.0	8.0	340.0		0.0			2.0	0.0	0.0	0.0	0.0	1.0												0.0				0.0		2.0						1.0			
LK-1230135	813.0	30.0	843.0	1057.0			332.0	87.0		3.0	384.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-8221095	813.0	62.0	875.0	1082.0			350.0	113.0		6.0	338.0		0.0			1.0		1.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							1.0	0.0			
LK-1109260	813.0	26.0	838.0	1083.0	0.0	0.0	346.0	133.0	0.0	2.0	314.0	0.0	0.0	0.0		12.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			2.0		1.0				0.0
LK-3106225	812.0	34.0	846.0	1128.0			378.0	93.0		4.0	329.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-7112065	812.0	45.0	857.0	1178.0			412.0	75.0	0.0	7.0	313.0	0.0	0.0			2.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-6142155	812.0	40.0	852.0	1076.0			417.0	41.0	0.0	3.0	347.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-9106145	812.0	45.0	857.0	1072.0			373.0	60.0		7.0	362.0		0.0			4.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-7215270	812.0	60.0	872.0	1105.0			394.0	73.0		7.0	336.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-5239075	812.0	44.0	856.0	1039.0	257.0	30.0	85.0	7.0	0.0	3.0	123.0	0.0	0.0	0.0	259.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-3303095	812.0	40.0	852.0	1084.0			337.0	179.0		6.0	286.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-7203030	811.0	57.0	868.0	1120.0			360.0	113.0		7.0	327.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-1312085	811.0	60.0	871.0	1090.0			395.0	64.0	0.0	3.0	336.0	0.0				3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0												3.0	0.0	0.0		4.0									
LK-6130365	811.0	49.0	860.0	1229.0			413.0	66.0	0.0	4.0	321.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-3209215	811.0	56.0	867.0	1125.0			339.0	102.0	0.0	7.0	355.0		0.0			3.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		2.0						0.0			
LK-3121140	811.0	37.0	848.0	1001.0			357.0	81.0		4.0	362.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	1.0		0.0	0.0		2.0			0.0		1.0	0.0			
LK-1118160	811.0	38.0	850.0	1077.0	0.0	1.0	377.0	82.0	0.0	4.0	335.0	0.0	0.0	0.0		6.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-1321380	811.0	44.0	855.0	1086.0			367.0	100.0	0.0	3.0	326.0	0.0				8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		3.0									
LK-7212265	811.0	60.0	870.0	1102.0			393.0	73.0		7.0	335.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-1224140	811.0	27.0	838.0	1071.0			298.0	117.0		3.0	381.0	0.0	0.0	0.0		10.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1224430	811.0	27.0	838.0	1070.0			298.0	117.0		3.0	381.0	0.0	0.0	0.0		10.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-5239090	811.0	44.0	855.0	1038.0	257.0	30.0	85.0	7.0	0.0	3.0	123.0	0.0	0.0	0.0	258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-7206065	810.0	40.0	850.0	1061.0			409.0	73.0		7.0	320.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														0.0			0.0											
LK-3145155	810.0	35.0	845.0	1051.0			355.0	78.0		3.0	366.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			1.0		1.0	0.0			
LK-9136085	810.0	44.0	854.0	1007.0			361.0	38.0		8.0	397.0		0.0			1.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-6245110	810.0	34.0	844.0	1207.0			388.0	55.0	0.0	5.0	352.0	0.0	0.0			7.0		0.0	0.0	0.0													1.0	0.0	1.0	0.0												
LK-1230510	810.0	30.0	839.0	1052.0			330.0	87.0		3.0	382.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-2203025	810.0	59.0	869.0	1160.0			386.0	79.0	0.0	7.0	332.0	0.0		1.0																		1.0	0.0			0.0					1.0			1.0	0.0			
LK-9151060	810.0	48.0	857.0	1076.0			345.0	140.0		7.0	310.0		0.0			2.0		0.0	0.0	0.0	1.0											0.0	1.0			0.0	0.0		3.0						0.0			
LK-7109005	809.0	41.0	849.0	1170.0			351.0	83.0	0.0	10.0	362.0	0.0	0.0			1.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-3133150	809.0	33.0	842.0	1059.0			348.0	99.0		5.0	350.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-3151170	809.0	36.0	845.0	1096.0			332.0	106.0		4.0	361.0		0.0			3.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-9206050	809.0	39.0	848.0	1107.0			467.0	62.0	0.0	4.0	267.0		0.0			6.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-6142045	809.0	39.0	848.0	1071.0			415.0	41.0	0.0	3.0	345.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-6142125	809.0	40.0	849.0	1072.0			416.0	41.0	0.0	3.0	345.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-9218225	809.0	35.0	844.0	1057.0			405.0	76.0	0.0	4.0	319.0		0.0			3.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-6218025	809.0	39.0	849.0	1159.0			402.0	48.0	0.0	5.0	347.0	0.0	0.0			5.0		0.0	0.0	0.0													1.0	0.0	1.0	0.0												
LK-1209055	809.0	32.0	841.0	1042.0			376.0	70.0		2.0	355.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1309065	809.0	43.0	852.0	1039.0			355.0	79.0	0.0	4.0	359.0	0.0				5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		2.0									
LK-1224435	809.0	27.0	836.0	1068.0			297.0	117.0		3.0	380.0	0.0	0.0	0.0		10.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-9230035	808.0	60.0	867.0	1112.0			404.0	62.0	0.0	8.0	327.0		0.0			3.0	0.0	0.0	0.0	0.0												1.0	1.0				0.0								0.0			
LK-8136110	808.0	60.0	868.0	1111.0			436.0	56.0			300.0	0.0	0.0			5.0		0.0	0.0	10.0	0.0															0.0	0.0									1.0		
LK-3151195	808.0	36.0	844.0	1095.0			331.0	105.0		4.0	360.0		0.0			3.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-6203130	808.0	61.0	868.0	1282.0			519.0	20.0	0.0	5.0	259.0	0.0	0.0			1.0		0.0	0.0	0.0													1.0	0.0	0.0	0.0												
LK-5233070	808.0	44.0	851.0	1033.0	256.0	30.0	84.0	7.0	0.0	3.0	123.0	0.0	0.0	0.0	257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-1109180	808.0	26.0	833.0	1076.0	0.0	0.0	344.0	132.0	0.0	2.0	312.0	0.0	0.0	0.0		12.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			2.0		1.0				0.0
LK-9212145	807.0	37.0	844.0	1103.0			346.0	97.0	0.0	4.0	350.0		0.0			7.0	0.0	0.0	0.0	0.0												1.0	1.0				0.0								0.0			
LK-8106020	807.0	43.0	850.0	1087.0			466.0	72.0			265.0	1.0	0.0			1.0		0.0	0.0	0.0	0.0															0.0	0.0									1.0		
LK-2142105	807.0	66.0	873.0	1185.0			382.0	33.0	0.0	7.0	378.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-3206010	807.0	56.0	863.0	1071.0			361.0	94.0	0.0	8.0	337.0		0.0			2.0	0.0	0.0	0.0	0.0	1.0												0.0				0.0		2.0						1.0			
LK-9136020	807.0	44.0	850.0	1003.0			359.0	38.0		8.0	395.0		0.0			1.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-1330020	807.0	56.0	863.0	1109.0			368.0	97.0	0.0	4.0	324.0	0.0				7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												3.0	0.0	0.0		3.0									
LK-6127130	807.0	36.0	842.0	1109.0			390.0	77.0	0.0	4.0	333.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-1115025	807.0	38.0	845.0	1071.0	0.0	1.0	375.0	81.0	0.0	4.0	334.0	0.0	0.0	0.0		6.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-1309135	807.0	43.0	849.0	1036.0			354.0	79.0	0.0	4.0	358.0	0.0				5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		2.0									
