entity_id	valid	rejected	polled	electors	SLMC	ITAK	UNP	UPFA	RJP	IP1D	UMPA	EPDP	SMBP	NLF	IP6D	IP5D	JHU	IP2D	IP4D	IP3D	USP	S	DPLF	IP9D	IP7D	IP8D	SLPF	JSP	SLNF	ULF	;P7D	SLMK	UPF	CDUA	TLP	IP1-ED	IP2-ED	IP3-ED	IP4-ED	NPP	DUNF	;P4D	SEP
LK-9124185	1689.0	107.0	1796.0	2204.0			792.0	815.0	0.0	0.0			0.0	2.0	1.0	0.0	69.0	0.0	0.0	0.0	3.0	0.0			1.0		0.0	2.0	0.0	3.0													
LK-1306085	1689.0	82.0	1772.0	2243.0			587.0	902.0	0.0	0.0	1.0		0.0	2.0	0.0	0.0	194.0	0.0	0.0	0.0	1.0	0.0		1.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-5215030	1686.0	132.0	1819.0	2468.0	31.0	1.0	588.0	1039.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	18.0	0.0	0.0	0.0	1.0			0.0	0.0	0.0	0.0	1.0		1.0													
LK-2109025	1686.0	128.0	1814.0	2442.0			853.0	692.0	0.0	0.0	2.0		0.0	2.0	0.0	0.0	130.0	0.0	0.0	0.0	1.0	0.0		0.0	1.0	0.0	0.0	3.0	0.0	0.0		0.0											
LK-1121205	1682.0	42.0	1725.0	2306.0			435.0	739.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	495.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								3.0			0.0
LK-1109010	1680.0	53.0	1733.0	2297.0			524.0	848.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	296.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								2.0			0.0
LK-1236080	1679.0	86.0	1765.0	2296.0			613.0	737.0	0.0	0.0			0.0	1.0	0.0	0.0	313.0	0.0	0.0	0.0	4.0	1.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-5203030	1679.0	131.0	1811.0	2458.0	31.0	1.0	585.0	1035.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	18.0	0.0	0.0	0.0	1.0			0.0	0.0	0.0	0.0	1.0		1.0													
LK-2312345	1679.0	127.0	1806.0	2238.0			938.0	243.0	1.0				0.0	1.0			24.0				10.0	0.0					0.0	3.0	0.0				388.0	68.0	1.0	0.0	0.0	0.0	1.0				
LK-1203075	1678.0	79.0	1757.0	2453.0			932.0	673.0	0.0	0.0			0.0	4.0	0.0	0.0	49.0	0.0	0.0	0.0	8.0	0.0		0.0	0.0	0.0	0.0	11.0	0.0			0.0			0.0						0.0		
LK-1130060	1676.0	47.0	1723.0	2396.0			791.0	501.0	0.0	0.0	1.0	1.0	1.0	4.0	0.0	0.0	368.0	0.0	0.0	0.0	1.0	1.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								2.0			0.0
LK-1236060	1675.0	85.0	1761.0	2290.0			612.0	735.0	0.0	0.0			0.0	1.0	0.0	0.0	312.0	0.0	0.0	0.0	4.0	1.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-5327120	1675.0	79.0	1754.0	1917.0	1166.0	435.0	18.0	47.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0																							
LK-2312015	1675.0	127.0	1802.0	2233.0			936.0	242.0	1.0				0.0	1.0			24.0				10.0	0.0					0.0	3.0	0.0				388.0	68.0	1.0	0.0	0.0	0.0	1.0				
LK-3112200	1673.0	94.0	1768.0	2267.0			623.0	976.0	0.0	0.0			0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	1.0	0.0		1.0	0.0	0.0	0.0	2.0	0.0	1.0													
LK-1203065	1673.0	78.0	1752.0	2446.0			929.0	671.0	0.0	0.0			0.0	4.0	0.0	0.0	48.0	0.0	0.0	0.0	8.0	0.0		0.0	0.0	0.0	0.0	11.0	0.0			0.0			0.0						0.0		
LK-5104040	1672.0	91.0	1764.0	2047.0	526.0	1028.0	32.0	64.0	0.0	1.0	1.0	13.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0		0.0	1.0	2.0	0.0	1.0														
LK-1236140	1671.0	85.0	1757.0	2286.0			610.0	733.0	0.0	0.0			0.0	1.0	0.0	0.0	312.0	0.0	0.0	0.0	4.0	1.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-1203020	1671.0	78.0	1750.0	2444.0			928.0	671.0	0.0	0.0			0.0	4.0	0.0	0.0	48.0	0.0	0.0	0.0	8.0	0.0		0.0	0.0	0.0	0.0	11.0	0.0			0.0			0.0						0.0		
LK-5109020	1671.0	91.0	1762.0	2045.0	525.0	1027.0	32.0	64.0	0.0	1.0	1.0	13.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0		0.0	1.0	2.0	0.0	1.0														
LK-8221040	1670.0	108.0	1778.0	2308.0			591.0	1039.0	0.0	0.0			0.0	1.0	0.0	0.0	33.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	2.0													
LK-1303115	1669.0	73.0	1742.0	2240.0			539.0	802.0	0.0	0.0	1.0		0.0	3.0	0.0	0.0	321.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-1124040	1667.0	44.0	1711.0	2317.0			614.0	627.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	412.0	0.0	0.0	0.0	1.0	1.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0		0.0								2.0			0.0
LK-1112315	1667.0	60.0	1728.0	2323.0			499.0	851.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	305.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								3.0			0.0
LK-1124080	1664.0	44.0	1708.0	2313.0			612.0	626.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	411.0	0.0	0.0	0.0	1.0	1.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0		0.0								2.0			0.0
LK-5327070	1664.0	78.0	1742.0	1904.0	1158.0	432.0	18.0	47.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0																							
LK-1206260	1664.0	67.0	1731.0	2270.0			654.0	857.0	0.0	0.0			1.0	2.0	0.0	0.0	128.0	0.0	0.0	0.0	6.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-1218080	1663.0	68.0	1731.0	2254.0			835.0	695.0	0.0	0.0			0.0	3.0	0.0	0.0	111.0	0.0	0.0	0.0	6.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0			0.0			0.0						0.0		
LK-2312155	1660.0	126.0	1785.0	2213.0			927.0	240.0	1.0				0.0	1.0			24.0				9.0	0.0					0.0	3.0	0.0				384.0	68.0	1.0	0.0	0.0	0.0	0.0				
LK-1106095	1659.0	61.0	1720.0	2276.0			632.0	706.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	306.0	0.0	0.0	0.0	2.0	0.0		0.0	1.0	0.0	0.0	4.0	0.0	1.0		0.0								2.0			0.0
LK-1221085	1659.0	59.0	1719.0	2249.0			678.0	841.0	0.0	0.0			0.0	2.0	0.0	0.0	119.0	0.0	0.0	0.0	5.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-1221130	1659.0	59.0	1718.0	2248.0			678.0	840.0	0.0	0.0			0.0	2.0	0.0	0.0	119.0	0.0	0.0	0.0	5.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-1133085	1658.0	60.0	1718.0	2210.0			651.0	737.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	256.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								2.0			0.0
LK-8227020	1657.0	107.0	1764.0	2290.0			587.0	1031.0	0.0	0.0			0.0	1.0	0.0	0.0	33.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	1.0	0.0	2.0													
LK-1221220	1657.0	59.0	1717.0	2246.0			677.0	840.0	0.0	0.0			0.0	2.0	0.0	0.0	119.0	0.0	0.0	0.0	5.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-1221270	1657.0	59.0	1717.0	2246.0			677.0	839.0	0.0	0.0			0.0	2.0	0.0	0.0	119.0	0.0	0.0	0.0	5.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-2315255	1656.0	125.0	1781.0	2208.0			925.0	240.0	1.0				0.0	1.0			24.0				9.0	0.0					0.0	3.0	0.0				383.0	68.0	1.0	0.0	0.0	0.0	0.0				
LK-3309010	1654.0	114.0	1768.0	2314.0			603.0	1043.0		0.0			1.0	1.0	0.0	0.0		0.0	0.0	0.0	1.0	0.0			0.0	1.0	0.0	2.0	0.0	1.0													
LK-8103070	1653.0	109.0	1762.0	2351.0			753.0	876.0	0.0	0.0			1.0	1.0	1.0	0.0	11.0	0.0	0.0	0.0	2.0	0.0			2.0		0.0	1.0		3.0													
LK-3118055	1653.0	107.0	1760.0	2114.0			672.0	946.0	0.0	0.0			0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	2.0	0.0		1.0	0.0	0.0	0.0	1.0	0.0	2.0													
LK-1221275	1653.0	59.0	1712.0	2240.0			676.0	837.0	0.0	0.0			0.0	2.0	0.0	0.0	119.0	0.0	0.0	0.0	5.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-1136275	1653.0	45.0	1699.0	2205.0			422.0	738.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	479.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	0.0		0.0								4.0			0.0
LK-1236110	1652.0	84.0	1736.0	2259.0			603.0	725.0	0.0	0.0			0.0	1.0	0.0	0.0	308.0	0.0	0.0	0.0	4.0	1.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-1221100	1652.0	59.0	1711.0	2238.0			675.0	837.0	0.0	0.0			0.0	2.0	0.0	0.0	118.0	0.0	0.0	0.0	5.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-2312360	1652.0	125.0	1777.0	2202.0			923.0	239.0	1.0				0.0	1.0			24.0				9.0	0.0					0.0	3.0	0.0				382.0	67.0	1.0	0.0	0.0	0.0	0.0				
LK-5112025	1651.0	87.0	1738.0	2203.0	306.0	892.0	60.0	354.0	0.0	1.0	5.0	17.0		1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0		11.0		0.0	0.0	1.0	0.0	0.0														
LK-1106120	1649.0	60.0	1710.0	2262.0			628.0	702.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	304.0	0.0	0.0	0.0	2.0	0.0		0.0	1.0	0.0	0.0	4.0	0.0	1.0		0.0								2.0			0.0
LK-9221110	1648.0	101.0	1749.0	2259.0			703.0	872.0	0.0	0.0	1.0		0.0	2.0	0.0	0.0	62.0	0.0		0.0	2.0			0.0	0.0	0.0	0.0	3.0	0.0			2.0			0.0							0.0	
LK-1112260	1648.0	60.0	1708.0	2296.0			493.0	841.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	302.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								3.0			0.0
LK-1218085	1646.0	67.0	1714.0	2231.0			826.0	688.0	0.0	0.0			0.0	2.0	0.0	0.0	110.0	0.0	0.0	0.0	6.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0			0.0			0.0						0.0		
LK-4309195	1645.0	141.0	1787.0	2924.0		1022.0	313.0	138.0	0.0	0.0		14.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	5.0		143.0	3.0	0.0	0.0																	
LK-6136230	1641.0	93.0	1734.0	2341.0			695.0	885.0	0.0	0.0	1.0		0.0	1.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0								
LK-3139015	1640.0	75.0	1715.0	2356.0			791.0	697.0	0.0	0.0			0.0	4.0	0.0	0.0	140.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	2.0													
LK-1218060	1640.0	67.0	1707.0	2223.0			823.0	685.0	0.0	0.0			0.0	2.0	0.0	0.0	109.0	0.0	0.0	0.0	6.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0			0.0			0.0						0.0		
LK-2312340	1639.0	124.0	1763.0	2185.0			915.0	237.0	1.0				0.0	1.0			24.0				9.0	0.0					0.0	3.0	0.0				379.0	67.0	1.0	0.0	0.0	0.0	0.0				
LK-5315145	1638.0	75.0	1713.0	2098.0	325.0	1067.0	78.0	152.0	0.0	0.0	1.0	10.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0																							
LK-1106185	1636.0	60.0	1695.0	2243.0			623.0	696.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	302.0	0.0	0.0	0.0	2.0	0.0		0.0	1.0	0.0	0.0	4.0	0.0	1.0		0.0								2.0			0.0
LK-9124115	1635.0	103.0	1738.0	2133.0			766.0	789.0	0.0	0.0			0.0	2.0	1.0	0.0	67.0	0.0	0.0	0.0	3.0	0.0			1.0		0.0	2.0	0.0	3.0													
LK-6160200	1634.0	87.0	1721.0	2372.0			730.0	787.0	0.0	0.0	2.0		0.0	1.0	0.0	0.0	107.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	0.0		0.0			0.0								
LK-9218045	1634.0	89.0	1723.0	2221.0			746.0	821.0	0.0	0.0	1.0		1.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0			0.0			0.0								
LK-1106065	1634.0	60.0	1694.0	2241.0			623.0	695.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	302.0	0.0	0.0	0.0	2.0	0.0		0.0	1.0	0.0	0.0	4.0	0.0	1.0		0.0								2.0			0.0
LK-1218055	1632.0	66.0	1699.0	2212.0			819.0	682.0	0.0	0.0			0.0	2.0	0.0	0.0	109.0	0.0	0.0	0.0	6.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0			0.0			0.0						0.0		
LK-1221230	1630.0	58.0	1689.0	2210.0			666.0	826.0	0.0	0.0			0.0	2.0	0.0	0.0	117.0	0.0	0.0	0.0	5.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-3239035	1627.0	96.0	1723.0	2348.0			564.0	982.0		0.0			0.0	1.0	1.0	0.0	69.0	0.0	0.0	0.0	6.0	0.0			1.0		0.0	3.0	0.0						0.0								
LK-1224280	1627.0	64.0	1691.0	2220.0			453.0	954.0	0.0	0.0			0.0	1.0	0.0	0.0	209.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0			0.0			0.0						1.0		
LK-1124100	1626.0	43.0	1669.0	2259.0			598.0	611.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	402.0	0.0	0.0	0.0	1.0	1.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0		0.0								2.0			0.0
LK-1121105	1624.0	41.0	1665.0	2226.0			420.0	713.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	478.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								3.0			0.0
LK-1112290	1624.0	59.0	1683.0	2263.0			486.0	829.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	297.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								3.0			0.0
LK-4106045	1623.0	157.0	1780.0	3774.0	1.0	1493.0			0.0	30.0		93.0		2.0			1.0	1.0			3.0	0.0																					
LK-9112035	1622.0	87.0	1709.0	2158.0			658.0	829.0	0.0	0.0			0.0	2.0	1.0	0.0	124.0	0.0	0.0	0.0	1.0	0.0			1.0		0.0	3.0	0.0	3.0													
LK-5104025	1621.0	88.0	1710.0	1984.0	510.0	996.0	31.0	62.0	0.0	1.0	1.0	13.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0		0.0	1.0	2.0	0.0	1.0														
LK-9112115	1620.0	87.0	1707.0	2154.0			657.0	827.0	0.0	0.0			0.0	2.0	1.0	0.0	124.0	0.0	0.0	0.0	1.0	0.0			1.0		0.0	3.0	0.0	3.0													
LK-3206020	1618.0	126.0	1744.0	2231.0			647.0	919.0		0.0			0.0	1.0	1.0	0.0	33.0	0.0	0.0	0.0	10.0	0.0			2.0		0.0	3.0	0.0						0.0								
LK-2315195	1618.0	122.0	1740.0	2157.0			904.0	234.0	1.0				0.0	1.0			24.0				9.0	0.0					0.0	3.0	0.0				374.0	66.0	1.0	0.0	0.0	0.0	0.0				
LK-1303330	1617.0	71.0	1688.0	2171.0			523.0	777.0	0.0	0.0	1.0		0.0	2.0	0.0	0.0	311.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-9221115	1616.0	99.0	1715.0	2215.0			689.0	855.0	0.0	0.0	1.0		0.0	2.0	0.0	0.0	61.0	0.0		0.0	2.0			0.0	0.0	0.0	0.0	3.0	0.0			2.0			0.0							0.0	
LK-9136065	1616.0	86.0	1702.0	2076.0			692.0	884.0	0.0	0.0			0.0	2.0	1.0	0.0	29.0	0.0	0.0	0.0	2.0	0.0			1.0		0.0	1.0	0.0	3.0													
LK-2312045	1616.0	122.0	1738.0	2154.0			903.0	234.0	1.0				0.0	1.0			24.0				9.0	0.0					0.0	3.0	0.0				374.0	66.0	1.0	0.0	0.0	0.0	0.0				
LK-1121195	1615.0	40.0	1656.0	2214.0			418.0	709.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	475.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								3.0			0.0
LK-8133175	1614.0	129.0	1743.0	2308.0			811.0	743.0	0.0	0.0			0.0	1.0	1.0	0.0	46.0	0.0	0.0	0.0	3.0	0.0			1.0		0.0	5.0		2.0													
LK-2115005	1612.0	150.0	1762.0	2462.0			928.0	569.0	0.0	0.0	2.0		0.0	1.0	0.0	0.0	104.0	0.0	0.0	0.0	1.0	0.0		1.0	0.0	0.0	0.0	3.0	0.0	0.0		0.0											
LK-2309620	1612.0	132.0	1744.0	2292.0			747.0	676.0	0.0				0.0	1.0			13.0				6.0	0.0					0.0	2.0	0.0				104.0	56.0	3.0	0.0	0.0	1.0	0.0				
LK-1109035	1610.0	51.0	1661.0	2202.0			502.0	813.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	283.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								2.0			0.0
LK-1233415	1609.0	64.0	1673.0	2191.0			502.0	884.0	0.0	0.0			0.0	1.0	0.0	0.0	208.0	0.0	0.0	0.0	3.0	0.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-9124025	1608.0	102.0	1710.0	2099.0			754.0	776.0	0.0	0.0			0.0	2.0	1.0	0.0	66.0	0.0	0.0	0.0	3.0	0.0			1.0		0.0	2.0	0.0	3.0													
LK-1236105	1608.0	82.0	1691.0	2200.0			587.0	706.0	0.0	0.0			0.0	1.0	0.0	0.0	300.0	0.0	0.0	0.0	4.0	1.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-5112140	1607.0	85.0	1692.0	2144.0	298.0	868.0	58.0	345.0	0.0	1.0	5.0	17.0		1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0		11.0		0.0	0.0	1.0	0.0	0.0														
LK-1206195	1605.0	65.0	1670.0	2189.0			631.0	827.0	0.0	0.0			1.0	2.0	0.0	0.0	124.0	0.0	0.0	0.0	6.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-1121140	1603.0	40.0	1643.0	2197.0			415.0	704.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	471.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								3.0			0.0
LK-5121050	1603.0	85.0	1687.0	2139.0	297.0	866.0	58.0	344.0	0.0	1.0	5.0	17.0		1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0		11.0		0.0	0.0	1.0	0.0	0.0														
LK-7139175	1602.0	100.0	1702.0	2397.0			703.0	848.0	0.0	0.0			0.0	1.0		1.0	37.0	0.0	0.0	0.0	7.0	1.0					0.0	2.0	0.0														
LK-8121050	1601.0	97.0	1698.0	2292.0			774.0	739.0	0.0	0.0			0.0	1.0	0.0	0.0	78.0	0.0	0.0	0.0	2.0	0.0			1.0		0.0	2.0		2.0													
LK-1239245	1601.0	58.0	1659.0	2169.0			555.0	775.0	0.0	0.0			0.0	1.0	0.0	0.0	257.0	0.0	0.0	0.0	4.0	0.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-2312120	1601.0	121.0	1723.0	2135.0			894.0	232.0	1.0				0.0	1.0			23.0				9.0	0.0					0.0	3.0	0.0				370.0	65.0	1.0	0.0	0.0	0.0	0.0				
LK-3139245	1598.0	73.0	1671.0	2295.0			771.0	679.0	0.0	0.0			0.0	4.0	0.0	0.0	136.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	2.0													
LK-1236030	1598.0	82.0	1680.0	2186.0			584.0	701.0	0.0	0.0			0.0	1.0	0.0	0.0	298.0	0.0	0.0	0.0	4.0	1.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-9139005	1596.0	85.0	1681.0	2050.0			684.0	873.0	0.0	0.0			0.0	2.0	1.0	0.0	29.0	0.0	0.0	0.0	2.0	0.0			1.0		0.0	1.0	0.0	3.0													
LK-1136295	1595.0	44.0	1639.0	2127.0			407.0	712.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	462.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	0.0		0.0								4.0			0.0
LK-5309	1594.0	93.0	1687.0	2425.0	179.0	237.0	398.0	753.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0																							
LK-1203180	1593.0	75.0	1668.0	2329.0			884.0	639.0	0.0	0.0			0.0	4.0	0.0	0.0	46.0	0.0	0.0	0.0	7.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0			0.0			0.0						0.0		
LK-2130060	1592.0	83.0	1675.0	2302.0			771.0	598.0	0.0	0.0	1.0		0.0	2.0	0.0	0.0	213.0	0.0	0.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	4.0	0.0	0.0		0.0											
LK-1303030	1591.0	69.0	1660.0	2135.0			514.0	764.0	0.0	0.0	1.0		0.0	2.0	0.0	0.0	306.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-9148030	1591.0	95.0	1686.0	2207.0			556.0	951.0	0.0	0.0			0.0	2.0	1.0	0.0	74.0	0.0	0.0	0.0	2.0	0.0			1.0		0.0	2.0	0.0	2.0													
LK-1203010	1590.0	74.0	1665.0	2325.0			883.0	638.0	0.0	0.0			0.0	4.0	0.0	0.0	46.0	0.0	0.0	0.0	7.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0			0.0			0.0						0.0		
LK-9112045	1590.0	85.0	1675.0	2114.0			644.0	812.0	0.0	0.0			0.0	2.0	1.0	0.0	122.0	0.0	0.0	0.0	1.0	0.0			1.0		0.0	3.0	0.0	3.0													
LK-1233290	1590.0	63.0	1654.0	2166.0			497.0	874.0	0.0	0.0			0.0	1.0	0.0	0.0	206.0	0.0	0.0	0.0	3.0	0.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-2303055	1589.0	96.0	1685.0	2155.0			841.0	529.0	0.0				0.0	0.0			20.0				5.0	0.0					0.0	1.0	0.0				139.0	52.0	1.0	0.0	0.0	0.0	0.0				
LK-1221030	1589.0	57.0	1646.0	2154.0			650.0	805.0	0.0	0.0			0.0	2.0	0.0	0.0	114.0	0.0	0.0	0.0	4.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-1221265	1586.0	57.0	1643.0	2149.0			648.0	803.0	0.0	0.0			0.0	2.0	0.0	0.0	114.0	0.0	0.0	0.0	4.0	0.0		0.0	0.0	0.0	0.0	13.0	0.0			0.0			0.0						0.0		
LK-2306430	1585.0	135.0	1720.0	2238.0			916.0	614.0	0.0				0.0	1.0			23.0				3.0	0.0					0.0	3.0	0.0				21.0	3.0	0.0	0.0	0.0	0.0	1.0				
LK-6239005	1585.0	97.0	1682.0	2487.0			669.0	826.0	0.0	0.0	1.0		0.0	1.0	0.0	0.0	81.0	0.0	0.0	0.0	1.0	0.0		0.0		0.0	0.0	6.0	0.0	1.0	0.0	0.0											
LK-1303265	1583.0	69.0	1652.0	2125.0			512.0	760.0	0.0	0.0	1.0		0.0	2.0	0.0	0.0	304.0	0.0	0.0	0.0	2.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-1133050	1583.0	57.0	1640.0	2110.0			622.0	704.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	244.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								2.0			0.0
LK-5315105	1580.0	72.0	1652.0	2024.0	314.0	1029.0	75.0	146.0	0.0	0.0	1.0	9.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0																							
LK-1233260	1579.0	63.0	1643.0	2151.0			493.0	868.0	0.0	0.0			0.0	1.0	0.0	0.0	204.0	0.0	0.0	0.0	3.0	0.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-9224050	1578.0	137.0	1715.0	2252.0			755.0	775.0	0.0	0.0	2.0		0.0	3.0	0.0	0.0	38.0	0.0		0.0	3.0			1.0	0.0	0.0	0.0	2.0	0.0			0.0			0.0							0.0	
LK-3112145	1578.0	89.0	1667.0	2138.0			587.0	920.0	0.0	0.0			0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	2.0	0.0	1.0													
LK-1236125	1577.0	80.0	1658.0	2157.0			576.0	692.0	0.0	0.0			0.0	1.0	0.0	0.0	294.0	0.0	0.0	0.0	4.0	1.0		0.0	0.0	0.0	0.0	7.0	0.0			0.0			0.0						0.0		
LK-9139020	1577.0	84.0	1660.0	2025.0			675.0	863.0	0.0	0.0			0.0	2.0	1.0	0.0	29.0	0.0	0.0	0.0	2.0	0.0			1.0		0.0	1.0	0.0	3.0													
LK-1112155	1577.0	57.0	1635.0	2198.0			472.0	805.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	289.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	3.0	0.0	1.0		0.0								3.0			0.0
LK-2309515	1576.0	129.0	1705.0	2241.0			731.0	661.0	0.0				0.0	1.0			13.0				6.0	0.0					0.0	2.0	0.0				102.0	54.0	3.0	0.0	0.0	1.0	0.0				
